enrollment_id,user_id,course_id,enrollment_date,progress_pct,last_activity_date,completion_status,final_score,ai_risk_of_dropout,recommended_next_action,learning_streak_days
ENR0074635,USR032873,CRS046557,2025-11-16,70,2026-03-29,In Progress,19,0.399,Join forum discussion,72
ENR0074636,USR000469,CRS039577,2025-09-15,71,2026-04-11,In Progress,28,0.224,Take mock interview,84
ENR0074637,USR000288,CRS026563,2025-12-01,21,2026-03-15,In Progress,50,0.891,Take mock interview,1
ENR0074638,USR013613,CRS008370,2025-10-25,96,2026-05-03,Completed,93,0.229,Join forum discussion,148
ENR0074639,USR045934,CRS027433,2025-06-16,9,2026-05-05,In Progress,55,0.825,Join forum discussion,107
ENR0074640,USR009457,CRS031447,2026-05-03,74,2026-04-16,In Progress,46,0.807,Revise weak concepts,9
ENR0074641,USR030187,CRS028435,2025-10-29,66,2026-04-30,In Progress,23,0.924,Revise weak concepts,123
ENR0074642,USR037139,CRS000322,2026-04-22,20,2026-03-17,In Progress,47,0.101,Join forum discussion,128
ENR0074643,USR006904,CRS029634,2025-07-24,54,2026-04-20,In Progress,90,0.222,Attempt assessment,52
ENR0074644,USR000110,CRS010069,2026-02-14,76,2026-04-04,In Progress,20,0.745,Schedule mentor call,114
ENR0074645,USR022897,CRS033757,2025-09-20,60,2026-04-10,In Progress,54,0.287,Take mock interview,76
ENR0074646,USR021368,CRS049767,2026-03-08,96,2026-04-13,Completed,58,0.939,Join forum discussion,27
ENR0074647,USR046134,CRS049360,2025-11-16,97,2026-05-02,Completed,40,0.911,Revise weak concepts,99
ENR0074648,USR011863,CRS025502,2025-07-11,91,2026-04-03,In Progress,57,0.285,Take mock interview,5
ENR0074649,USR032690,CRS022751,2025-12-27,51,2026-05-01,In Progress,65,0.044,Revise weak concepts,169
ENR0074650,USR026401,CRS037350,2025-08-06,37,2026-03-30,In Progress,30,0.935,Join forum discussion,60
ENR0074651,USR042041,CRS014369,2025-08-26,46,2026-04-25,In Progress,54,0.318,Attempt assessment,97
ENR0074652,USR019489,CRS046420,2026-01-31,6,2026-04-29,In Progress,41,0.704,Schedule mentor call,56
ENR0074653,USR018680,CRS007064,2026-04-07,37,2026-04-22,In Progress,68,0.855,Revise weak concepts,118
ENR0074654,USR049658,CRS041885,2025-08-24,7,2026-04-21,In Progress,37,0.636,Continue next lesson,13
ENR0074655,USR000334,CRS026040,2026-04-06,91,2026-04-01,In Progress,0,0.383,Continue next lesson,119
ENR0074656,USR018101,CRS012532,2026-02-21,78,2026-03-27,In Progress,9,0.262,Take mock interview,82
ENR0074657,USR040306,CRS043861,2025-07-09,54,2026-05-05,In Progress,67,0.86,Continue next lesson,52
ENR0074658,USR002443,CRS031487,2025-11-03,28,2026-04-03,In Progress,40,0.195,Revise weak concepts,100
ENR0074659,USR016850,CRS008000,2026-04-05,60,2026-03-29,In Progress,89,0.597,Schedule mentor call,8
ENR0074660,USR046459,CRS047644,2025-06-27,12,2026-05-03,In Progress,26,0.011,Continue next lesson,80
ENR0074661,USR018869,CRS013543,2025-06-24,65,2026-04-12,In Progress,28,0.18,Attempt assessment,23
ENR0074662,USR049054,CRS031721,2025-11-23,5,2026-05-09,In Progress,43,0.333,Take mock interview,106
ENR0074663,USR031680,CRS010695,2025-08-27,19,2026-03-19,In Progress,2,0.871,Join forum discussion,130
ENR0074664,USR007939,CRS046941,2025-07-10,21,2026-04-27,In Progress,96,0.037,Schedule mentor call,56
ENR0074665,USR014545,CRS029598,2026-04-26,33,2026-03-28,In Progress,44,0.139,Continue next lesson,78
ENR0074666,USR045122,CRS042998,2026-05-12,4,2026-03-28,In Progress,44,0.619,Join forum discussion,148
ENR0074667,USR033838,CRS031274,2025-10-31,44,2026-03-26,In Progress,21,0.77,Continue next lesson,27
ENR0074668,USR007548,CRS025369,2025-12-27,20,2026-04-14,In Progress,54,0.626,Continue next lesson,100
ENR0074669,USR026242,CRS007863,2025-09-19,69,2026-04-22,In Progress,10,0.294,Attempt assessment,171
ENR0074670,USR001694,CRS038737,2025-06-07,87,2026-04-12,In Progress,13,0.222,Schedule mentor call,125
ENR0074671,USR016570,CRS048862,2025-07-03,5,2026-03-29,In Progress,34,0.694,Join forum discussion,98
ENR0074672,USR048508,CRS007007,2026-01-18,31,2026-03-24,In Progress,5,0.506,Attempt assessment,178
ENR0074673,USR032534,CRS027632,2025-11-10,16,2026-04-29,In Progress,45,0.106,Continue next lesson,60
ENR0074674,USR044500,CRS032432,2026-03-11,100,2026-05-01,Completed,41,0.511,Continue next lesson,50
ENR0074675,USR031227,CRS036643,2025-07-09,55,2026-04-03,In Progress,0,0.392,Join forum discussion,157
ENR0074676,USR004877,CRS047012,2025-07-21,24,2026-03-29,In Progress,50,0.214,Take mock interview,63
ENR0074677,USR011337,CRS031972,2025-12-25,40,2026-04-28,In Progress,71,0.639,Continue next lesson,82
ENR0074678,USR040883,CRS027950,2025-12-16,7,2026-04-27,In Progress,17,0.048,Join forum discussion,168
ENR0074679,USR017192,CRS024944,2026-04-02,21,2026-04-03,In Progress,70,0.866,Revise weak concepts,80
ENR0074680,USR006043,CRS011649,2025-05-28,35,2026-04-04,In Progress,98,0.085,Schedule mentor call,176
ENR0074681,USR040655,CRS021842,2025-08-26,57,2026-03-22,In Progress,7,0.053,Take mock interview,29
ENR0074682,USR012883,CRS008578,2026-04-17,63,2026-04-20,In Progress,76,0.733,Take mock interview,36
ENR0074683,USR006043,CRS001673,2025-12-02,86,2026-04-19,In Progress,57,0.871,Take mock interview,176
ENR0074684,USR047166,CRS017088,2026-03-09,93,2026-04-27,In Progress,56,0.572,Revise weak concepts,19
ENR0074685,USR039373,CRS010522,2025-07-29,42,2026-04-17,In Progress,90,0.934,Join forum discussion,116
ENR0074686,USR035231,CRS042487,2026-02-08,39,2026-05-13,In Progress,92,0.946,Take mock interview,120
ENR0074687,USR001805,CRS020709,2025-12-05,98,2026-03-31,Completed,1,0.63,Revise weak concepts,155
ENR0074688,USR047516,CRS025791,2025-07-17,33,2026-04-12,In Progress,41,0.615,Schedule mentor call,75
ENR0074689,USR008858,CRS037691,2025-12-27,58,2026-05-07,In Progress,40,0.536,Take mock interview,99
ENR0074690,USR002696,CRS034526,2025-08-02,71,2026-05-07,In Progress,86,0.39,Take mock interview,115
ENR0074691,USR008455,CRS045336,2025-11-12,95,2026-04-30,Completed,95,0.301,Continue next lesson,31
ENR0074692,USR042962,CRS019696,2026-03-30,74,2026-04-30,In Progress,64,0.386,Schedule mentor call,25
ENR0074693,USR003057,CRS003693,2025-06-26,95,2026-03-16,Completed,7,0.732,Schedule mentor call,76
ENR0074694,USR048504,CRS028546,2025-10-20,94,2026-04-23,In Progress,53,0.677,Attempt assessment,87
ENR0074695,USR008908,CRS033375,2026-01-06,82,2026-05-02,In Progress,40,0.292,Join forum discussion,137
ENR0074696,USR013480,CRS039639,2025-11-15,32,2026-03-24,In Progress,34,0.792,Join forum discussion,36
ENR0074697,USR012392,CRS045017,2026-02-12,78,2026-04-24,In Progress,53,0.949,Revise weak concepts,75
ENR0074698,USR024839,CRS023343,2026-04-01,10,2026-03-25,In Progress,17,0.144,Attempt assessment,140
ENR0074699,USR042610,CRS024371,2025-11-21,43,2026-05-05,In Progress,22,0.172,Take mock interview,150
ENR0074700,USR020764,CRS008559,2025-12-31,56,2026-05-03,In Progress,95,0.356,Take mock interview,121
ENR0074701,USR016625,CRS020892,2025-07-08,39,2026-03-26,In Progress,7,0.851,Attempt assessment,49
ENR0074702,USR007923,CRS045520,2025-11-24,9,2026-05-04,In Progress,46,0.188,Take mock interview,121
ENR0074703,USR010932,CRS040361,2025-09-09,22,2026-03-28,In Progress,83,0.257,Revise weak concepts,136
ENR0074704,USR003405,CRS012498,2025-12-14,3,2026-05-13,In Progress,35,0.69,Schedule mentor call,166
ENR0074705,USR006455,CRS028100,2026-04-08,24,2026-04-18,In Progress,87,0.225,Join forum discussion,130
ENR0074706,USR026744,CRS048748,2026-04-08,8,2026-05-11,In Progress,42,0.499,Schedule mentor call,169
ENR0074707,USR034571,CRS047017,2026-02-08,21,2026-03-27,In Progress,60,0.473,Attempt assessment,69
ENR0074708,USR031017,CRS015867,2026-01-22,20,2026-04-20,In Progress,32,0.305,Take mock interview,33
ENR0074709,USR020878,CRS032113,2025-12-06,53,2026-04-20,In Progress,3,0.755,Continue next lesson,40
ENR0074710,USR005295,CRS001360,2026-02-13,43,2026-05-08,In Progress,99,0.259,Take mock interview,122
ENR0074711,USR006044,CRS025374,2026-01-12,11,2026-04-09,In Progress,51,0.226,Continue next lesson,39
ENR0074712,USR029523,CRS044768,2026-05-10,36,2026-04-06,In Progress,29,0.177,Take mock interview,176
ENR0074713,USR043441,CRS004160,2025-09-03,18,2026-05-09,In Progress,4,0.233,Revise weak concepts,170
ENR0074714,USR000130,CRS034846,2025-08-24,29,2026-05-09,In Progress,18,0.182,Take mock interview,127
ENR0074715,USR027992,CRS036283,2026-02-26,75,2026-03-26,In Progress,42,0.399,Join forum discussion,21
ENR0074716,USR029780,CRS014389,2026-04-14,39,2026-03-28,In Progress,97,0.416,Schedule mentor call,180
ENR0074717,USR030113,CRS018211,2025-06-19,13,2026-04-09,In Progress,38,0.055,Revise weak concepts,143
ENR0074718,USR027839,CRS019541,2025-05-26,98,2026-03-26,Completed,17,0.153,Join forum discussion,39
ENR0074719,USR009680,CRS012665,2025-05-23,91,2026-03-26,In Progress,36,0.798,Continue next lesson,92
ENR0074720,USR000296,CRS020125,2026-02-15,76,2026-04-01,In Progress,43,0.257,Take mock interview,120
ENR0074721,USR012521,CRS034213,2025-08-12,28,2026-05-03,In Progress,40,0.701,Revise weak concepts,47
ENR0074722,USR002026,CRS024221,2025-07-06,90,2026-04-15,In Progress,70,0.176,Take mock interview,113
ENR0074723,USR049118,CRS021059,2025-09-20,55,2026-05-08,In Progress,89,0.75,Take mock interview,166
ENR0074724,USR036232,CRS025239,2026-02-02,90,2026-03-27,In Progress,52,0.164,Schedule mentor call,126
ENR0074725,USR016874,CRS019580,2025-12-06,97,2026-05-02,Completed,81,0.61,Join forum discussion,44
ENR0074726,USR008427,CRS008947,2025-09-28,89,2026-03-24,In Progress,27,0.324,Schedule mentor call,32
ENR0074727,USR001017,CRS019603,2025-06-11,64,2026-04-30,In Progress,30,0.893,Continue next lesson,20
ENR0074728,USR019925,CRS006995,2025-12-18,23,2026-04-12,In Progress,59,0.612,Revise weak concepts,74
ENR0074729,USR015390,CRS043155,2026-05-01,19,2026-04-17,In Progress,9,0.19,Continue next lesson,89
ENR0074730,USR002849,CRS030544,2025-05-29,23,2026-04-12,In Progress,45,0.222,Attempt assessment,59
ENR0074731,USR027371,CRS002063,2025-05-15,2,2026-03-20,In Progress,54,0.54,Revise weak concepts,96
ENR0074732,USR021497,CRS046768,2026-01-12,32,2026-04-12,In Progress,52,0.124,Take mock interview,31
ENR0074733,USR021100,CRS010857,2026-05-02,23,2026-05-11,In Progress,6,0.308,Schedule mentor call,76
ENR0074734,USR013540,CRS047353,2025-09-30,47,2026-04-27,In Progress,85,0.357,Schedule mentor call,102
ENR0074735,USR000791,CRS022310,2025-11-20,10,2026-04-22,In Progress,3,0.181,Join forum discussion,159
ENR0074736,USR032006,CRS006792,2025-09-16,64,2026-04-29,In Progress,13,0.523,Join forum discussion,87
ENR0074737,USR044740,CRS049430,2025-07-23,39,2026-03-25,In Progress,99,0.416,Schedule mentor call,69
ENR0074738,USR022064,CRS032300,2025-09-23,49,2026-04-15,In Progress,59,0.47,Join forum discussion,118
ENR0074739,USR011672,CRS038040,2025-12-13,16,2026-04-21,In Progress,35,0.264,Attempt assessment,86
ENR0074740,USR045072,CRS044054,2026-03-25,81,2026-05-08,In Progress,51,0.661,Schedule mentor call,39
ENR0074741,USR027299,CRS014959,2025-09-12,17,2026-05-06,In Progress,17,0.169,Take mock interview,128
ENR0074742,USR017672,CRS030380,2026-01-22,16,2026-03-17,In Progress,28,0.784,Revise weak concepts,115
ENR0074743,USR018922,CRS018267,2025-06-19,36,2026-03-15,In Progress,61,0.289,Take mock interview,149
ENR0074744,USR022797,CRS031068,2026-04-08,76,2026-03-17,In Progress,55,0.144,Schedule mentor call,91
ENR0074745,USR004233,CRS011214,2026-01-31,79,2026-05-06,In Progress,78,0.431,Attempt assessment,12
ENR0074746,USR008767,CRS039781,2025-06-24,56,2026-03-19,In Progress,71,0.567,Take mock interview,105
ENR0074747,USR014759,CRS018539,2025-12-28,24,2026-04-15,In Progress,10,0.525,Attempt assessment,29
ENR0074748,USR037955,CRS001489,2025-11-02,16,2026-03-21,In Progress,18,0.507,Continue next lesson,87
ENR0074749,USR016625,CRS026040,2025-12-27,32,2026-04-19,In Progress,61,0.014,Schedule mentor call,41
ENR0074750,USR044148,CRS005261,2025-05-18,72,2026-03-19,In Progress,23,0.49,Continue next lesson,21
ENR0074751,USR004804,CRS001349,2025-10-30,67,2026-05-01,In Progress,81,0.594,Take mock interview,23
ENR0074752,USR021251,CRS000778,2026-04-17,49,2026-05-02,In Progress,83,0.189,Attempt assessment,112
ENR0074753,USR008789,CRS008014,2025-11-01,99,2026-04-24,Completed,3,0.829,Attempt assessment,126
ENR0074754,USR044083,CRS023970,2025-06-04,93,2026-04-13,In Progress,0,0.517,Schedule mentor call,145
ENR0074755,USR005314,CRS045355,2026-04-01,48,2026-04-29,In Progress,18,0.943,Schedule mentor call,165
ENR0074756,USR047874,CRS002839,2025-11-21,57,2026-04-10,In Progress,53,0.299,Schedule mentor call,132
ENR0074757,USR023630,CRS015032,2025-07-15,34,2026-04-08,In Progress,80,0.301,Attempt assessment,66
ENR0074758,USR039801,CRS021499,2025-10-11,55,2026-03-24,In Progress,28,0.38,Revise weak concepts,158
ENR0074759,USR003678,CRS013700,2026-01-10,44,2026-05-13,In Progress,80,0.473,Continue next lesson,82
ENR0074760,USR026638,CRS000963,2025-09-22,74,2026-04-17,In Progress,71,0.919,Revise weak concepts,23
ENR0074761,USR031575,CRS008052,2025-05-28,17,2026-04-14,In Progress,31,0.042,Continue next lesson,22
ENR0074762,USR010630,CRS008713,2025-07-28,36,2026-05-01,In Progress,31,0.179,Join forum discussion,35
ENR0074763,USR035333,CRS021853,2026-03-21,99,2026-03-17,Completed,66,0.934,Schedule mentor call,35
ENR0074764,USR012963,CRS007268,2026-04-18,21,2026-03-21,In Progress,73,0.555,Join forum discussion,20
ENR0074765,USR032304,CRS015892,2025-08-15,33,2026-03-25,In Progress,79,0.816,Take mock interview,103
ENR0074766,USR039517,CRS011515,2025-11-23,58,2026-05-12,In Progress,28,0.753,Join forum discussion,88
ENR0074767,USR041631,CRS033438,2026-01-23,72,2026-04-07,In Progress,5,0.085,Take mock interview,125
ENR0074768,USR037868,CRS027127,2026-04-27,37,2026-04-09,In Progress,30,0.877,Continue next lesson,116
ENR0074769,USR029697,CRS025220,2025-12-28,86,2026-03-31,In Progress,29,0.895,Take mock interview,6
ENR0074770,USR024899,CRS006686,2026-04-06,77,2026-04-26,In Progress,96,0.33,Attempt assessment,139
ENR0074771,USR046596,CRS004863,2026-01-20,89,2026-04-21,In Progress,66,0.037,Revise weak concepts,50
ENR0074772,USR048652,CRS000434,2025-11-15,68,2026-04-09,In Progress,22,0.385,Revise weak concepts,100
ENR0074773,USR032140,CRS011540,2025-08-06,27,2026-04-21,In Progress,29,0.473,Schedule mentor call,73
ENR0074774,USR027165,CRS000043,2025-08-16,21,2026-04-18,In Progress,66,0.46,Schedule mentor call,29
ENR0074775,USR034765,CRS046351,2026-02-18,100,2026-03-22,Completed,95,0.639,Schedule mentor call,42
ENR0074776,USR036909,CRS038557,2025-10-23,85,2026-05-03,In Progress,89,0.417,Take mock interview,35
ENR0074777,USR040987,CRS000844,2025-06-22,31,2026-04-23,In Progress,68,0.838,Revise weak concepts,44
ENR0074778,USR046405,CRS035450,2025-09-12,30,2026-03-28,In Progress,92,0.392,Revise weak concepts,31
ENR0074779,USR043015,CRS037576,2025-10-16,91,2026-05-02,In Progress,40,0.894,Attempt assessment,146
ENR0074780,USR019517,CRS008424,2025-12-10,76,2026-04-01,In Progress,3,0.342,Schedule mentor call,90
ENR0074781,USR009352,CRS010699,2025-11-22,29,2026-03-20,In Progress,5,0.484,Attempt assessment,123
ENR0074782,USR029223,CRS030211,2025-06-28,29,2026-03-28,In Progress,98,0.246,Join forum discussion,71
ENR0074783,USR048977,CRS011956,2025-07-12,47,2026-04-29,In Progress,64,0.071,Schedule mentor call,57
ENR0074784,USR036818,CRS049725,2025-09-07,40,2026-04-17,In Progress,93,0.456,Schedule mentor call,134
ENR0074785,USR049420,CRS044960,2026-05-08,9,2026-03-26,In Progress,2,0.92,Schedule mentor call,43
ENR0074786,USR030413,CRS027482,2025-07-02,73,2026-04-17,In Progress,47,0.574,Attempt assessment,139
ENR0074787,USR015060,CRS004761,2026-02-11,43,2026-04-30,In Progress,18,0.735,Join forum discussion,174
ENR0074788,USR018118,CRS017290,2025-06-02,49,2026-04-18,In Progress,76,0.888,Take mock interview,99
ENR0074789,USR014557,CRS047672,2025-09-17,6,2026-03-16,In Progress,48,0.196,Continue next lesson,10
ENR0074790,USR019402,CRS001021,2025-08-06,53,2026-04-10,In Progress,79,0.65,Revise weak concepts,93
ENR0074791,USR016041,CRS013033,2025-08-17,12,2026-04-16,In Progress,16,0.731,Continue next lesson,154
ENR0074792,USR022672,CRS030884,2026-02-14,68,2026-04-14,In Progress,67,0.377,Schedule mentor call,49
ENR0074793,USR028266,CRS041376,2026-01-17,81,2026-03-31,In Progress,49,0.861,Attempt assessment,117
ENR0074794,USR027070,CRS016704,2025-08-29,54,2026-04-05,In Progress,30,0.946,Continue next lesson,21
ENR0074795,USR043909,CRS020226,2025-08-17,41,2026-04-03,In Progress,33,0.857,Take mock interview,162
ENR0074796,USR047619,CRS023268,2026-04-13,100,2026-05-06,Completed,32,0.555,Schedule mentor call,2
ENR0074797,USR003431,CRS004724,2025-08-29,42,2026-04-14,In Progress,9,0.605,Take mock interview,129
ENR0074798,USR044166,CRS041497,2026-04-05,94,2026-04-09,In Progress,94,0.863,Continue next lesson,127
ENR0074799,USR041813,CRS002691,2025-06-21,92,2026-04-19,In Progress,8,0.317,Schedule mentor call,93
ENR0074800,USR017567,CRS001305,2026-02-21,85,2026-05-08,In Progress,16,0.063,Continue next lesson,84
ENR0074801,USR026753,CRS048195,2026-04-15,63,2026-04-03,In Progress,54,0.213,Join forum discussion,70
ENR0074802,USR040873,CRS027666,2025-08-14,54,2026-05-02,In Progress,62,0.596,Continue next lesson,6
ENR0074803,USR031137,CRS041844,2025-11-25,87,2026-05-09,In Progress,22,0.185,Attempt assessment,82
ENR0074804,USR008308,CRS026867,2025-12-03,87,2026-03-30,In Progress,34,0.335,Attempt assessment,133
ENR0074805,USR014458,CRS039209,2026-03-04,13,2026-05-01,In Progress,17,0.455,Take mock interview,49
ENR0074806,USR016803,CRS023905,2025-06-04,56,2026-04-14,In Progress,50,0.253,Continue next lesson,77
ENR0074807,USR039960,CRS033396,2025-10-13,86,2026-03-17,In Progress,79,0.458,Attempt assessment,62
ENR0074808,USR008111,CRS015479,2025-07-20,6,2026-05-11,In Progress,47,0.163,Revise weak concepts,46
ENR0074809,USR022898,CRS038221,2026-02-28,97,2026-03-22,Completed,43,0.817,Join forum discussion,92
ENR0074810,USR011474,CRS028938,2025-05-15,89,2026-04-17,In Progress,93,0.691,Schedule mentor call,148
ENR0074811,USR013745,CRS037572,2025-06-03,18,2026-03-25,In Progress,40,0.694,Revise weak concepts,60
ENR0074812,USR003799,CRS041220,2026-03-03,19,2026-04-06,In Progress,22,0.759,Attempt assessment,86
ENR0074813,USR000831,CRS006185,2025-07-30,16,2026-04-26,In Progress,52,0.914,Take mock interview,116
ENR0074814,USR041410,CRS016612,2025-07-27,48,2026-05-04,In Progress,66,0.584,Join forum discussion,142
ENR0074815,USR009124,CRS044105,2026-04-27,53,2026-04-24,In Progress,73,0.893,Revise weak concepts,90
ENR0074816,USR014862,CRS039498,2026-02-16,18,2026-05-09,In Progress,20,0.014,Schedule mentor call,29
ENR0074817,USR044033,CRS037610,2026-01-08,48,2026-04-14,In Progress,49,0.414,Attempt assessment,79
ENR0074818,USR039291,CRS041359,2025-06-26,25,2026-03-26,In Progress,24,0.181,Attempt assessment,53
ENR0074819,USR041572,CRS025937,2026-02-16,59,2026-04-24,In Progress,7,0.706,Take mock interview,108
ENR0074820,USR011824,CRS027851,2026-05-11,65,2026-04-02,In Progress,65,0.367,Take mock interview,68
ENR0074821,USR009587,CRS001773,2025-07-01,41,2026-04-30,In Progress,78,0.864,Continue next lesson,147
ENR0074822,USR041001,CRS016932,2025-06-07,98,2026-03-28,Completed,98,0.543,Continue next lesson,6
ENR0074823,USR013274,CRS043581,2025-11-01,95,2026-05-05,Completed,27,0.322,Join forum discussion,100
ENR0074824,USR026411,CRS035385,2025-07-08,81,2026-04-11,In Progress,29,0.512,Continue next lesson,32
ENR0074825,USR022931,CRS000322,2026-04-05,70,2026-04-28,In Progress,69,0.128,Take mock interview,22
ENR0074826,USR044052,CRS010852,2026-02-21,29,2026-05-03,In Progress,92,0.521,Revise weak concepts,9
ENR0074827,USR040248,CRS023898,2026-04-13,48,2026-04-15,In Progress,77,0.517,Revise weak concepts,22
ENR0074828,USR007486,CRS035686,2025-07-26,83,2026-05-05,In Progress,65,0.669,Attempt assessment,10
ENR0074829,USR022365,CRS021061,2025-11-06,3,2026-04-19,In Progress,40,0.433,Join forum discussion,51
ENR0074830,USR020649,CRS014863,2026-01-24,89,2026-04-14,In Progress,100,0.141,Schedule mentor call,139
ENR0074831,USR047499,CRS008992,2025-09-05,38,2026-04-12,In Progress,39,0.87,Continue next lesson,163
ENR0074832,USR029471,CRS017122,2025-08-11,19,2026-03-18,In Progress,23,0.453,Join forum discussion,105
ENR0074833,USR038697,CRS033085,2025-12-06,34,2026-04-27,In Progress,75,0.1,Take mock interview,103
ENR0074834,USR017437,CRS023382,2026-02-02,49,2026-05-07,In Progress,42,0.139,Take mock interview,15
ENR0074835,USR032323,CRS010509,2025-11-26,56,2026-03-26,In Progress,85,0.914,Attempt assessment,4
ENR0074836,USR027453,CRS037677,2025-05-18,64,2026-04-22,In Progress,68,0.672,Join forum discussion,148
ENR0074837,USR030275,CRS019727,2026-03-28,50,2026-04-28,In Progress,58,0.193,Attempt assessment,39
ENR0074838,USR049999,CRS011446,2026-04-21,11,2026-03-20,In Progress,21,0.066,Schedule mentor call,66
ENR0074839,USR040103,CRS018951,2025-10-20,36,2026-04-10,In Progress,41,0.916,Schedule mentor call,161
ENR0074840,USR027090,CRS026377,2026-01-16,75,2026-04-01,In Progress,74,0.618,Continue next lesson,57
ENR0074841,USR019184,CRS046400,2025-09-28,37,2026-04-06,In Progress,91,0.709,Schedule mentor call,173
ENR0074842,USR039511,CRS014362,2026-01-18,94,2026-04-04,In Progress,4,0.701,Attempt assessment,4
ENR0074843,USR008148,CRS018499,2025-06-23,62,2026-04-02,In Progress,76,0.229,Continue next lesson,20
ENR0074844,USR021124,CRS038560,2026-02-19,53,2026-03-24,In Progress,38,0.687,Continue next lesson,94
ENR0074845,USR018768,CRS020073,2026-03-10,28,2026-05-10,In Progress,24,0.598,Schedule mentor call,115
ENR0074846,USR013972,CRS041162,2025-06-05,93,2026-04-27,In Progress,4,0.895,Join forum discussion,4
ENR0074847,USR037165,CRS041746,2025-12-25,63,2026-05-01,In Progress,4,0.714,Join forum discussion,111
ENR0074848,USR048023,CRS004057,2025-08-09,49,2026-04-05,In Progress,13,0.479,Revise weak concepts,172
ENR0074849,USR013219,CRS039137,2026-01-10,24,2026-05-12,In Progress,47,0.414,Join forum discussion,158
ENR0074850,USR018763,CRS010131,2025-10-11,59,2026-04-29,In Progress,68,0.611,Attempt assessment,119
ENR0074851,USR019840,CRS025654,2025-09-29,3,2026-04-29,In Progress,55,0.546,Revise weak concepts,64
ENR0074852,USR013803,CRS048334,2026-04-28,9,2026-03-29,In Progress,19,0.65,Continue next lesson,24
ENR0074853,USR039740,CRS045291,2025-05-30,94,2026-05-11,In Progress,40,0.505,Take mock interview,43
ENR0074854,USR029589,CRS021883,2025-12-08,67,2026-04-07,In Progress,95,0.693,Schedule mentor call,177
ENR0074855,USR028339,CRS015594,2025-08-16,24,2026-04-09,In Progress,81,0.049,Attempt assessment,17
ENR0074856,USR007760,CRS038997,2025-07-24,83,2026-04-20,In Progress,40,0.308,Attempt assessment,33
ENR0074857,USR007520,CRS009947,2026-01-07,72,2026-04-29,In Progress,25,0.181,Schedule mentor call,149
ENR0074858,USR048286,CRS041491,2026-05-03,55,2026-04-14,In Progress,65,0.631,Attempt assessment,56
ENR0074859,USR001895,CRS021982,2025-07-22,59,2026-05-07,In Progress,16,0.091,Continue next lesson,1
ENR0074860,USR034857,CRS039141,2026-02-21,94,2026-05-07,In Progress,99,0.253,Revise weak concepts,156
ENR0074861,USR033264,CRS043399,2026-02-08,25,2026-04-19,In Progress,34,0.351,Continue next lesson,23
ENR0074862,USR047344,CRS028085,2025-10-06,46,2026-04-17,In Progress,59,0.914,Join forum discussion,33
ENR0074863,USR012051,CRS018955,2025-10-24,44,2026-04-26,In Progress,20,0.82,Attempt assessment,47
ENR0074864,USR002244,CRS046264,2026-04-13,71,2026-03-26,In Progress,53,0.467,Attempt assessment,149
ENR0074865,USR042244,CRS039161,2025-12-27,69,2026-04-13,In Progress,19,0.133,Join forum discussion,110
ENR0074866,USR041641,CRS029323,2025-08-23,26,2026-04-12,In Progress,34,0.705,Schedule mentor call,88
ENR0074867,USR015420,CRS010203,2025-09-12,90,2026-03-18,In Progress,42,0.945,Continue next lesson,61
ENR0074868,USR039752,CRS007723,2025-10-31,35,2026-05-05,In Progress,50,0.12,Take mock interview,25
ENR0074869,USR009530,CRS034857,2025-11-20,20,2026-04-22,In Progress,23,0.695,Schedule mentor call,172
ENR0074870,USR000831,CRS030606,2025-07-03,90,2026-04-07,In Progress,53,0.096,Continue next lesson,23
ENR0074871,USR025297,CRS043096,2025-09-28,61,2026-05-10,In Progress,71,0.424,Join forum discussion,88
ENR0074872,USR041304,CRS021219,2025-12-14,93,2026-03-14,In Progress,11,0.83,Schedule mentor call,7
ENR0074873,USR035845,CRS027365,2026-03-20,16,2026-04-10,In Progress,29,0.059,Schedule mentor call,122
ENR0074874,USR016987,CRS027298,2025-08-08,91,2026-05-02,In Progress,57,0.684,Join forum discussion,27
ENR0074875,USR045365,CRS034217,2025-10-04,67,2026-04-26,In Progress,7,0.229,Revise weak concepts,102
ENR0074876,USR037371,CRS047771,2025-05-26,12,2026-04-15,In Progress,15,0.449,Take mock interview,149
ENR0074877,USR007744,CRS012374,2025-05-27,3,2026-05-01,In Progress,38,0.202,Join forum discussion,133
ENR0074878,USR022229,CRS012498,2025-12-24,77,2026-04-04,In Progress,68,0.21,Schedule mentor call,60
ENR0074879,USR008717,CRS049299,2025-11-01,99,2026-04-18,Completed,8,0.684,Schedule mentor call,11
ENR0074880,USR002849,CRS033673,2025-11-20,8,2026-04-18,In Progress,22,0.414,Schedule mentor call,157
ENR0074881,USR009425,CRS032224,2026-04-15,45,2026-03-14,In Progress,16,0.643,Attempt assessment,113
ENR0074882,USR013801,CRS017665,2026-05-08,67,2026-04-06,In Progress,33,0.532,Revise weak concepts,59
ENR0074883,USR014331,CRS040794,2025-06-06,8,2026-04-29,In Progress,18,0.108,Attempt assessment,155
ENR0074884,USR014931,CRS020342,2026-04-28,56,2026-04-10,In Progress,20,0.45,Revise weak concepts,47
ENR0074885,USR033118,CRS022191,2025-05-14,90,2026-03-26,In Progress,73,0.785,Revise weak concepts,150
ENR0074886,USR029550,CRS017480,2025-10-15,97,2026-04-23,Completed,80,0.497,Revise weak concepts,93
