gamification_id,user_id,xp_points,coins,level,badges_count,current_streak_days,leaderboard_rank_global,mission_completed_count,challenge_win_rate,last_reward_date
GAM0045277,USR045277,22388,290,45,35,237,45277,134,0.257,2026-04-09
GAM0045278,USR045278,1124,8797,3,55,52,45278,174,0.948,2026-05-02
GAM0045279,USR045279,24093,6562,49,70,203,45279,101,0.75,2026-03-25
GAM0045280,USR045280,18466,8096,37,35,234,45280,36,0.598,2026-04-25
GAM0045281,USR045281,15328,7972,31,37,146,45281,70,0.569,2026-03-20
GAM0045282,USR045282,15897,4670,32,79,182,45282,109,0.964,2026-05-05
GAM0045283,USR045283,22907,737,46,42,76,45283,2,0.023,2026-04-25
GAM0045284,USR045284,6663,7462,14,64,145,45284,32,0.769,2026-04-25
GAM0045285,USR045285,3409,2082,7,25,185,45285,183,0.229,2026-04-18
GAM0045286,USR045286,18243,7979,37,76,23,45286,61,0.823,2026-03-29
GAM0045287,USR045287,24763,5046,50,59,100,45287,138,0.783,2026-03-30
GAM0045288,USR045288,3725,3560,8,1,246,45288,55,0.144,2026-03-14
GAM0045289,USR045289,9563,1792,20,66,12,45289,155,0.942,2026-04-11
GAM0045290,USR045290,18066,1059,37,25,248,45290,73,0.283,2026-04-28
GAM0045291,USR045291,16543,128,34,0,71,45291,133,0.678,2026-05-09
GAM0045292,USR045292,18802,1471,38,29,255,45292,108,0.561,2026-04-11
GAM0045293,USR045293,21435,2100,43,25,52,45293,15,0.787,2026-03-29
GAM0045294,USR045294,10100,8339,21,80,350,45294,23,0.597,2026-03-20
GAM0045295,USR045295,4537,3094,10,49,342,45295,116,0.563,2026-05-06
GAM0045296,USR045296,23022,9239,47,24,322,45296,159,0.086,2026-03-24
GAM0045297,USR045297,16323,7882,33,75,27,45297,154,0.081,2026-03-20
GAM0045298,USR045298,8387,7050,17,2,42,45298,147,0.809,2026-04-14
GAM0045299,USR045299,22668,3787,46,79,91,45299,176,0.113,2026-05-06
GAM0045300,USR045300,24251,1922,49,66,154,45300,1,0.153,2026-03-14
GAM0045301,USR045301,9424,4363,19,16,354,45301,184,0.446,2026-04-24
GAM0045302,USR045302,4817,3960,10,45,47,45302,72,0.694,2026-03-19
GAM0045303,USR045303,14790,4264,30,75,157,45303,114,0.036,2026-05-06
GAM0045304,USR045304,16533,690,34,78,156,45304,199,0.611,2026-04-09
GAM0045305,USR045305,24404,1699,49,10,2,45305,132,0.622,2026-04-28
GAM0045306,USR045306,16000,3880,33,59,247,45306,66,0.745,2026-04-23
GAM0045307,USR045307,23924,1476,48,13,278,45307,172,0.834,2026-04-15
GAM0045308,USR045308,1005,6631,3,53,212,45308,174,0.415,2026-03-17
GAM0045309,USR045309,14602,1190,30,43,254,45309,180,0.473,2026-05-02
GAM0045310,USR045310,6626,8875,14,48,60,45310,109,0.717,2026-04-19
GAM0045311,USR045311,8734,6685,18,36,12,45311,155,0.354,2026-04-29
GAM0045312,USR045312,19435,9667,39,69,362,45312,198,0.819,2026-05-12
GAM0045313,USR045313,20182,1181,41,42,65,45313,135,0.223,2026-03-18
GAM0045314,USR045314,6193,7936,13,60,92,45314,138,0.447,2026-03-26
GAM0045315,USR045315,12424,3757,25,76,244,45315,11,0.446,2026-05-01
GAM0045316,USR045316,22407,8704,45,77,272,45316,117,0.004,2026-04-10
GAM0045317,USR045317,6971,4246,14,68,223,45317,155,0.094,2026-03-24
GAM0045318,USR045318,24479,9343,49,26,315,45318,195,0.527,2026-04-24
GAM0045319,USR045319,1398,9438,3,21,293,45319,53,0.334,2026-03-26
GAM0045320,USR045320,13725,686,28,20,227,45320,91,0.522,2026-04-21
GAM0045321,USR045321,15586,971,32,0,135,45321,64,0.976,2026-04-21
GAM0045322,USR045322,13726,5882,28,28,276,45322,21,0.364,2026-03-21
GAM0045323,USR045323,3644,8049,8,22,299,45323,23,0.284,2026-05-06
GAM0045324,USR045324,7113,1130,15,8,137,45324,50,0.249,2026-04-28
GAM0045325,USR045325,18141,6931,37,53,337,45325,30,0.384,2026-04-22
GAM0045326,USR045326,10119,6605,21,73,258,45326,83,0.491,2026-04-26
GAM0045327,USR045327,1050,8916,3,43,221,45327,39,0.18,2026-03-25
GAM0045328,USR045328,13719,3013,28,9,131,45328,175,0.806,2026-04-19
GAM0045329,USR045329,21153,8411,43,69,206,45329,133,0.138,2026-04-20
GAM0045330,USR045330,10396,7254,21,18,239,45330,61,0.094,2026-04-19
GAM0045331,USR045331,24871,925,50,27,296,45331,192,0.171,2026-04-20
GAM0045332,USR045332,24977,6543,50,67,42,45332,149,0.069,2026-03-31
GAM0045333,USR045333,18190,7881,37,60,221,45333,78,0.289,2026-04-04
GAM0045334,USR045334,5072,432,11,60,15,45334,134,0.435,2026-03-18
GAM0045335,USR045335,1526,4906,4,78,142,45335,149,0.338,2026-04-20
GAM0045336,USR045336,5810,7706,12,56,291,45336,5,0.721,2026-03-15
GAM0045337,USR045337,5766,5298,12,52,303,45337,139,0.737,2026-03-18
GAM0045338,USR045338,17894,6185,36,21,66,45338,91,0.91,2026-03-26
GAM0045339,USR045339,19548,9199,40,2,63,45339,141,0.422,2026-05-09
GAM0045340,USR045340,21836,1924,44,71,42,45340,180,0.45,2026-05-05
GAM0045341,USR045341,3280,8452,7,26,310,45341,10,0.791,2026-04-02
GAM0045342,USR045342,3792,2670,8,76,83,45342,99,0.943,2026-03-20
GAM0045343,USR045343,18742,4477,38,9,191,45343,7,0.487,2026-04-19
GAM0045344,USR045344,23571,3909,48,37,177,45344,67,0.336,2026-05-09
GAM0045345,USR045345,14740,6556,30,25,310,45345,16,0.472,2026-04-28
GAM0045346,USR045346,18401,471,37,37,119,45346,77,0.404,2026-04-12
GAM0045347,USR045347,7542,8905,16,21,321,45347,121,0.303,2026-03-14
GAM0045348,USR045348,204,4759,1,66,239,45348,27,0.466,2026-04-03
GAM0045349,USR045349,244,1387,1,64,41,45349,148,0.452,2026-04-12
GAM0045350,USR045350,6307,7873,13,73,360,45350,182,0.667,2026-04-02
GAM0045351,USR045351,13502,4996,28,18,168,45351,105,0.616,2026-03-18
GAM0045352,USR045352,7713,1206,16,37,60,45352,146,0.895,2026-05-01
GAM0045353,USR045353,1663,9526,4,22,294,45353,139,0.481,2026-05-12
GAM0045354,USR045354,9743,6583,20,19,229,45354,67,0.471,2026-04-13
GAM0045355,USR045355,22973,6744,46,59,40,45355,54,0.006,2026-03-31
GAM0045356,USR045356,4809,8851,10,17,99,45356,50,0.559,2026-05-13
GAM0045357,USR045357,14495,1283,29,66,181,45357,65,0.507,2026-04-06
GAM0045358,USR045358,12166,7713,25,66,156,45358,129,0.736,2026-03-27
GAM0045359,USR045359,16662,9039,34,27,187,45359,136,0.442,2026-04-10
GAM0045360,USR045360,13034,4995,27,60,355,45360,14,0.579,2026-03-29
GAM0045361,USR045361,14708,1045,30,14,271,45361,0,0.898,2026-04-15
GAM0045362,USR045362,16824,683,34,56,362,45362,165,0.982,2026-04-12
GAM0045363,USR045363,1478,7671,3,22,163,45363,158,0.268,2026-03-18
GAM0045364,USR045364,5158,904,11,69,13,45364,42,0.881,2026-04-27
GAM0045365,USR045365,2252,9194,5,32,344,45365,32,0.688,2026-04-24
GAM0045366,USR045366,18024,3202,37,51,20,45366,16,0.24,2026-03-25
GAM0045367,USR045367,16218,8397,33,2,272,45367,113,0.272,2026-04-23
GAM0045368,USR045368,9644,5444,20,53,163,45368,182,0.574,2026-05-11
GAM0045369,USR045369,24635,8243,50,6,199,45369,104,0.352,2026-04-13
GAM0045370,USR045370,8330,8422,17,53,126,45370,87,0.453,2026-04-17
GAM0045371,USR045371,10679,8538,22,60,330,45371,18,0.087,2026-04-01
GAM0045372,USR045372,18281,6965,37,4,185,45372,142,0.341,2026-04-04
GAM0045373,USR045373,22023,5430,45,65,239,45373,90,0.164,2026-04-17
GAM0045374,USR045374,21349,8364,43,62,45,45374,115,0.857,2026-04-11
GAM0045375,USR045375,19394,5713,39,72,181,45375,56,0.34,2026-04-11
GAM0045376,USR045376,19623,4354,40,66,70,45376,81,0.611,2026-03-23
GAM0045377,USR045377,13322,273,27,78,175,45377,197,0.232,2026-04-05
GAM0045378,USR045378,8548,9841,18,3,57,45378,149,0.076,2026-03-31
GAM0045379,USR045379,16599,6519,34,75,309,45379,64,0.243,2026-05-07
GAM0045380,USR045380,4696,8031,10,55,362,45380,116,0.302,2026-04-24
GAM0045381,USR045381,7014,1022,15,18,320,45381,162,0.729,2026-04-24
GAM0045382,USR045382,15380,3777,31,47,162,45382,21,0.381,2026-04-01
GAM0045383,USR045383,19364,8037,39,49,262,45383,57,0.68,2026-03-28
GAM0045384,USR045384,813,9121,2,38,177,45384,29,0.735,2026-03-17
GAM0045385,USR045385,21383,8930,43,51,218,45385,80,0.261,2026-04-30
GAM0045386,USR045386,10134,2319,21,67,59,45386,4,0.85,2026-03-26
GAM0045387,USR045387,21031,9675,43,74,323,45387,94,0.918,2026-04-24
GAM0045388,USR045388,20789,7671,42,57,188,45388,97,0.024,2026-05-13
GAM0045389,USR045389,24999,498,50,77,99,45389,61,0.732,2026-03-26
GAM0045390,USR045390,384,7592,1,9,354,45390,94,0.371,2026-04-05
GAM0045391,USR045391,23191,8346,47,10,107,45391,190,0.287,2026-04-05
GAM0045392,USR045392,16824,890,34,40,319,45392,163,0.242,2026-04-24
GAM0045393,USR045393,21285,234,43,30,6,45393,67,0.265,2026-04-23
GAM0045394,USR045394,24635,1412,50,17,272,45394,194,0.302,2026-04-09
GAM0045395,USR045395,9751,3902,20,78,122,45395,160,0.676,2026-03-17
GAM0045396,USR045396,21235,3836,43,6,266,45396,191,0.182,2026-05-13
GAM0045397,USR045397,23412,2180,47,66,254,45397,162,0.236,2026-04-04
GAM0045398,USR045398,11129,6773,23,0,163,45398,199,0.645,2026-04-20
GAM0045399,USR045399,21699,4732,44,68,297,45399,53,0.654,2026-03-25
GAM0045400,USR045400,23702,1753,48,48,71,45400,51,0.717,2026-04-19
GAM0045401,USR045401,24136,4190,49,69,240,45401,99,0.687,2026-04-20
GAM0045402,USR045402,14663,9190,30,3,77,45402,159,0.655,2026-03-16
GAM0045403,USR045403,1336,4972,3,39,218,45403,69,0.543,2026-03-29
GAM0045404,USR045404,11480,7953,23,3,148,45404,4,0.978,2026-04-26
GAM0045405,USR045405,21669,1139,44,11,124,45405,170,0.37,2026-05-01
GAM0045406,USR045406,12976,4472,26,20,156,45406,54,0.356,2026-04-06
GAM0045407,USR045407,4565,680,10,77,331,45407,151,0.095,2026-04-05
GAM0045408,USR045408,17806,2844,36,20,118,45408,14,0.407,2026-05-07
GAM0045409,USR045409,14073,5699,29,65,233,45409,59,0.626,2026-05-12
GAM0045410,USR045410,2359,8625,5,68,191,45410,176,0.788,2026-04-15
GAM0045411,USR045411,4961,2761,10,42,92,45411,185,0.61,2026-04-01
GAM0045412,USR045412,3934,7620,8,17,28,45412,98,0.947,2026-04-19
GAM0045413,USR045413,13476,5660,27,25,80,45413,123,0.935,2026-04-23
GAM0045414,USR045414,10698,9200,22,52,213,45414,108,0.605,2026-03-26
GAM0045415,USR045415,13481,1003,27,20,127,45415,151,0.311,2026-03-19
GAM0045416,USR045416,9541,8004,20,30,149,45416,89,0.802,2026-03-28
GAM0045417,USR045417,24722,5332,50,2,344,45417,150,0.687,2026-04-08
GAM0045418,USR045418,21841,4429,44,1,73,45418,184,0.044,2026-05-05
GAM0045419,USR045419,12090,3636,25,0,47,45419,12,0.647,2026-03-21
GAM0045420,USR045420,17314,7080,35,74,328,45420,66,0.073,2026-05-06
GAM0045421,USR045421,6945,9596,14,61,211,45421,132,0.2,2026-04-20
GAM0045422,USR045422,12967,9191,26,40,356,45422,55,0.653,2026-04-08
GAM0045423,USR045423,2978,6566,6,71,128,45423,198,0.152,2026-04-27
GAM0045424,USR045424,13023,6262,27,22,62,45424,12,0.343,2026-03-20
GAM0045425,USR045425,2743,474,6,15,33,45425,90,0.133,2026-03-31
GAM0045426,USR045426,583,7230,2,1,107,45426,88,0.741,2026-05-03
GAM0045427,USR045427,23435,6324,47,13,309,45427,31,0.799,2026-04-06
GAM0045428,USR045428,20758,5417,42,53,301,45428,15,0.359,2026-03-17
GAM0045429,USR045429,3603,9392,8,24,216,45429,4,0.483,2026-05-09
GAM0045430,USR045430,21983,5135,44,17,240,45430,115,0.979,2026-04-23
GAM0045431,USR045431,1293,9828,3,71,284,45431,40,0.697,2026-04-10
GAM0045432,USR045432,22814,6420,46,53,52,45432,153,0.96,2026-05-02
GAM0045433,USR045433,2198,6231,5,63,210,45433,2,0.622,2026-04-14
GAM0045434,USR045434,4242,3335,9,75,278,45434,166,0.841,2026-04-24
GAM0045435,USR045435,1593,620,4,16,311,45435,192,0.038,2026-05-13
GAM0045436,USR045436,2219,445,5,39,251,45436,63,0.476,2026-05-07
GAM0045437,USR045437,8569,7862,18,24,212,45437,154,0.37,2026-05-13
GAM0045438,USR045438,24583,2803,50,61,45,45438,135,0.031,2026-03-20
GAM0045439,USR045439,11813,6496,24,31,17,45439,182,0.443,2026-03-24
GAM0045440,USR045440,17815,9598,36,54,224,45440,102,0.478,2026-03-17
GAM0045441,USR045441,10838,956,22,65,182,45441,119,0.316,2026-04-10
GAM0045442,USR045442,1610,1561,4,75,79,45442,151,0.428,2026-05-05
GAM0045443,USR045443,3494,1668,7,51,209,45443,19,0.63,2026-03-26
GAM0045444,USR045444,6288,8361,13,13,358,45444,147,0.82,2026-05-01
GAM0045445,USR045445,4854,6474,10,27,169,45445,49,0.599,2026-04-22
GAM0045446,USR045446,20968,4878,42,56,307,45446,8,0.627,2026-03-21
GAM0045447,USR045447,14856,8704,30,1,221,45447,56,0.098,2026-04-13
GAM0045448,USR045448,24245,6789,49,69,343,45448,24,0.1,2026-04-27
GAM0045449,USR045449,8846,5863,18,32,332,45449,152,0.685,2026-04-18
GAM0045450,USR045450,643,4048,2,50,1,45450,165,0.041,2026-05-02
GAM0045451,USR045451,12543,4422,26,67,165,45451,132,0.15,2026-04-11
GAM0045452,USR045452,20709,2015,42,50,68,45452,160,0.199,2026-05-07
GAM0045453,USR045453,12763,8570,26,65,53,45453,26,0.068,2026-04-12
GAM0045454,USR045454,24121,6271,49,42,256,45454,130,0.194,2026-03-25
GAM0045455,USR045455,10896,9742,22,63,206,45455,14,0.518,2026-05-12
GAM0045456,USR045456,10285,2081,21,47,345,45456,190,0.231,2026-04-03
GAM0045457,USR045457,17689,9060,36,1,80,45457,34,0.326,2026-05-05
GAM0045458,USR045458,12885,4549,26,61,88,45458,180,0.741,2026-04-21
GAM0045459,USR045459,12590,1050,26,26,10,45459,68,0.404,2026-05-02
GAM0045460,USR045460,3292,5361,7,6,223,45460,83,0.274,2026-03-18
GAM0045461,USR045461,4982,8169,10,4,260,45461,171,0.777,2026-04-17
GAM0045462,USR045462,23310,3002,47,40,181,45462,186,0.959,2026-05-10
GAM0045463,USR045463,11515,9780,24,36,199,45463,14,0.572,2026-04-02
GAM0045464,USR045464,7721,8064,16,44,204,45464,100,0.84,2026-03-21
GAM0045465,USR045465,6810,9047,14,40,88,45465,57,0.67,2026-03-16
GAM0045466,USR045466,14667,7515,30,44,302,45466,5,0.775,2026-05-11
GAM0045467,USR045467,1666,256,4,46,7,45467,13,0.246,2026-05-08
GAM0045468,USR045468,21119,2943,43,19,188,45468,43,0.436,2026-03-23
GAM0045469,USR045469,19567,2917,40,19,103,45469,71,0.37,2026-04-04
GAM0045470,USR045470,24813,776,50,63,327,45470,94,0.525,2026-03-23
GAM0045471,USR045471,24199,1915,49,45,297,45471,144,0.952,2026-05-06
GAM0045472,USR045472,21625,9979,44,29,114,45472,44,0.943,2026-04-04
GAM0045473,USR045473,8646,9591,18,16,57,45473,29,0.206,2026-05-13
GAM0045474,USR045474,22642,8846,46,12,46,45474,93,0.747,2026-04-01
GAM0045475,USR045475,12950,9075,26,20,162,45475,42,0.236,2026-04-14
GAM0045476,USR045476,19688,6052,40,66,88,45476,1,0.148,2026-03-17
GAM0045477,USR045477,12167,8660,25,38,79,45477,144,0.342,2026-04-14
GAM0045478,USR045478,15407,6629,31,21,38,45478,83,0.942,2026-03-30
GAM0045479,USR045479,13734,7202,28,38,82,45479,184,0.937,2026-04-15
GAM0045480,USR045480,1469,3749,3,72,251,45480,165,0.033,2026-05-09
GAM0045481,USR045481,21445,1040,43,74,5,45481,116,0.001,2026-04-17
GAM0045482,USR045482,19634,6667,40,26,132,45482,151,0.576,2026-05-08
GAM0045483,USR045483,257,8505,1,18,198,45483,41,0.445,2026-03-25
GAM0045484,USR045484,10810,2394,22,27,119,45484,196,0.262,2026-05-09
GAM0045485,USR045485,7581,9441,16,25,335,45485,174,0.278,2026-04-06
GAM0045486,USR045486,13541,6689,28,78,228,45486,17,0.185,2026-04-28
GAM0045487,USR045487,5965,4687,12,64,99,45487,148,0.626,2026-05-01
GAM0045488,USR045488,20462,7617,41,16,137,45488,140,0.323,2026-04-18
GAM0045489,USR045489,30,5475,1,42,159,45489,1,0.246,2026-04-11
GAM0045490,USR045490,12793,5805,26,68,262,45490,183,0.286,2026-03-24
GAM0045491,USR045491,7968,9981,16,45,261,45491,49,0.455,2026-04-29
GAM0045492,USR045492,18647,3866,38,7,244,45492,5,0.036,2026-05-06
GAM0045493,USR045493,24891,8900,50,58,105,45493,17,0.896,2026-03-23
GAM0045494,USR045494,5526,7121,12,65,106,45494,1,0.44,2026-03-17
GAM0045495,USR045495,4592,213,10,66,208,45495,148,0.576,2026-03-25
GAM0045496,USR045496,13405,2528,27,30,160,45496,2,0.345,2026-04-03
GAM0045497,USR045497,19667,5758,40,3,188,45497,164,0.349,2026-03-15
GAM0045498,USR045498,16107,2902,33,54,286,45498,88,0.873,2026-04-03
GAM0045499,USR045499,15904,8494,32,5,337,45499,164,0.033,2026-04-28
GAM0045500,USR045500,6876,5243,14,44,118,45500,40,0.387,2026-03-24
GAM0045501,USR045501,9969,8024,20,52,163,45501,104,0.54,2026-04-26
GAM0045502,USR045502,20990,2581,42,55,188,45502,196,0.145,2026-05-02
GAM0045503,USR045503,18777,2735,38,59,276,45503,57,0.796,2026-03-26
GAM0045504,USR045504,21775,6834,44,71,321,45504,45,0.433,2026-03-25
GAM0045505,USR045505,24606,7192,50,4,326,45505,22,0.169,2026-05-11
GAM0045506,USR045506,4346,9580,9,36,10,45506,97,0.318,2026-04-11
GAM0045507,USR045507,2430,5512,5,66,283,45507,45,0.266,2026-05-13
GAM0045508,USR045508,4345,1265,9,46,250,45508,87,0.891,2026-04-05
GAM0045509,USR045509,18800,2139,38,74,141,45509,38,0.974,2026-04-04
GAM0045510,USR045510,4687,3412,10,43,171,45510,21,0.344,2026-04-12
GAM0045511,USR045511,17496,5647,35,41,45,45511,193,0.6,2026-03-21
GAM0045512,USR045512,13121,1303,27,21,312,45512,58,0.601,2026-04-05
GAM0045513,USR045513,20339,1934,41,14,5,45513,109,0.734,2026-04-21
GAM0045514,USR045514,14588,2463,30,13,232,45514,85,0.185,2026-04-15
GAM0045515,USR045515,4784,3665,10,54,167,45515,67,0.71,2026-05-12
GAM0045516,USR045516,12731,4647,26,79,230,45516,4,0.949,2026-03-23
GAM0045517,USR045517,4872,6350,10,30,72,45517,29,0.621,2026-03-22
GAM0045518,USR045518,4517,2994,10,32,194,45518,168,0.073,2026-05-03
GAM0045519,USR045519,7968,677,16,4,100,45519,57,0.388,2026-05-06
GAM0045520,USR045520,6850,417,14,17,210,45520,25,0.75,2026-03-23
GAM0045521,USR045521,7182,197,15,54,210,45521,66,0.558,2026-04-09
GAM0045522,USR045522,13472,3274,27,56,265,45522,138,0.915,2026-04-26
GAM0045523,USR045523,4788,6595,10,34,35,45523,186,0.151,2026-05-01
GAM0045524,USR045524,1205,9793,3,10,187,45524,182,0.366,2026-04-03
GAM0045525,USR045525,13095,1946,27,2,211,45525,165,0.528,2026-05-12
GAM0045526,USR045526,20916,7120,42,74,358,45526,10,0.392,2026-04-07
GAM0045527,USR045527,20024,6643,41,55,236,45527,181,0.761,2026-03-15
GAM0045528,USR045528,21179,3423,43,73,192,45528,139,0.158,2026-04-01
GAM0045529,USR045529,10411,1752,21,32,159,45529,11,0.522,2026-03-21
GAM0045530,USR045530,10908,8378,22,67,195,45530,169,0.939,2026-05-06
GAM0045531,USR045531,14533,8886,30,44,25,45531,185,0.41,2026-05-12
GAM0045532,USR045532,6611,9564,14,38,266,45532,57,0.377,2026-03-31
GAM0045533,USR045533,9075,9322,19,73,205,45533,97,0.396,2026-03-21
GAM0045534,USR045534,20104,6046,41,15,222,45534,58,0.414,2026-04-26
GAM0045535,USR045535,21695,1789,44,37,175,45535,193,0.45,2026-03-30
GAM0045536,USR045536,4600,9717,10,52,143,45536,127,0.671,2026-05-01
GAM0045537,USR045537,8631,1264,18,57,180,45537,137,0.571,2026-05-05
GAM0045538,USR045538,6473,7121,13,9,236,45538,11,0.908,2026-04-28
GAM0045539,USR045539,6269,496,13,34,332,45539,108,0.573,2026-03-20
GAM0045540,USR045540,14082,9379,29,31,331,45540,28,0.627,2026-04-04
GAM0045541,USR045541,22128,9755,45,60,246,45541,186,0.999,2026-04-22
GAM0045542,USR045542,15162,2611,31,8,32,45542,4,0.863,2026-04-09
GAM0045543,USR045543,11434,6401,23,13,64,45543,76,0.253,2026-03-15
GAM0045544,USR045544,479,1739,1,24,273,45544,28,0.678,2026-04-28
GAM0045545,USR045545,3648,2757,8,26,24,45545,76,0.534,2026-04-27
GAM0045546,USR045546,2059,532,5,44,103,45546,102,0.577,2026-04-04
GAM0045547,USR045547,12488,4442,25,60,18,45547,43,0.007,2026-03-30
GAM0045548,USR045548,6125,7328,13,43,356,45548,42,0.663,2026-05-06
GAM0045549,USR045549,23073,4416,47,2,300,45549,92,0.361,2026-05-03
GAM0045550,USR045550,2728,8357,6,21,154,45550,125,0.103,2026-05-05
GAM0045551,USR045551,11035,7429,23,25,250,45551,13,0.493,2026-04-28
GAM0045552,USR045552,7410,2658,15,13,133,45552,146,0.347,2026-04-13
GAM0045553,USR045553,22074,1507,45,37,187,45553,90,0.213,2026-04-10
GAM0045554,USR045554,21044,3009,43,7,90,45554,29,0.378,2026-05-06
GAM0045555,USR045555,134,3728,1,29,97,45555,150,0.997,2026-05-13
GAM0045556,USR045556,14835,1580,30,38,146,45556,59,0.307,2026-04-15
GAM0045557,USR045557,22719,3075,46,3,194,45557,151,0.896,2026-03-22
GAM0045558,USR045558,597,6662,2,26,126,45558,4,0.028,2026-03-26
GAM0045559,USR045559,9482,2419,19,71,299,45559,102,0.518,2026-03-16
GAM0045560,USR045560,22857,2668,46,67,124,45560,194,0.187,2026-05-05
GAM0045561,USR045561,11810,1124,24,23,169,45561,160,0.586,2026-03-30
GAM0045562,USR045562,20448,2386,41,53,331,45562,35,0.318,2026-04-29
GAM0045563,USR045563,24690,7896,50,40,251,45563,99,0.574,2026-04-10
GAM0045564,USR045564,2871,6285,6,63,120,45564,36,0.064,2026-03-16
GAM0045565,USR045565,15410,4296,31,45,334,45565,19,0.17,2026-04-23
GAM0045566,USR045566,7228,326,15,23,104,45566,130,0.728,2026-05-09
GAM0045567,USR045567,3472,600,7,32,11,45567,56,0.845,2026-05-04
GAM0045568,USR045568,24081,5095,49,17,325,45568,7,0.182,2026-04-06
GAM0045569,USR045569,16465,9221,33,15,115,45569,99,0.163,2026-03-17
GAM0045570,USR045570,17026,865,35,78,287,45570,57,0.144,2026-04-22
GAM0045571,USR045571,14465,2425,29,21,106,45571,132,0.65,2026-05-03
GAM0045572,USR045572,4874,2717,10,25,33,45572,94,0.487,2026-03-27
GAM0045573,USR045573,1299,7738,3,47,239,45573,28,0.276,2026-05-03
GAM0045574,USR045574,12903,7163,26,13,118,45574,185,0.493,2026-04-27
GAM0045575,USR045575,1039,4356,3,58,8,45575,74,0.275,2026-05-03
GAM0045576,USR045576,4672,5399,10,61,341,45576,134,0.42,2026-05-08
GAM0045577,USR045577,6932,6981,14,74,239,45577,66,0.294,2026-04-12
GAM0045578,USR045578,22101,2844,45,47,338,45578,7,0.458,2026-04-16
GAM0045579,USR045579,9348,4386,19,47,241,45579,185,0.401,2026-05-03
GAM0045580,USR045580,1035,8218,3,31,362,45580,70,0.301,2026-03-20
GAM0045581,USR045581,10526,7279,22,47,90,45581,59,0.277,2026-04-05
GAM0045582,USR045582,10785,9607,22,5,354,45582,186,0.612,2026-04-17
GAM0045583,USR045583,19654,6478,40,51,166,45583,95,0.569,2026-04-16
GAM0045584,USR045584,14834,2919,30,15,97,45584,164,0.246,2026-04-30
GAM0045585,USR045585,16540,5139,34,55,58,45585,76,0.579,2026-04-23
GAM0045586,USR045586,5974,7742,12,28,211,45586,84,0.628,2026-03-29
GAM0045587,USR045587,23890,8485,48,0,293,45587,142,0.718,2026-04-07
GAM0045588,USR045588,1582,8151,4,46,324,45588,168,0.305,2026-05-06
GAM0045589,USR045589,6760,4625,14,0,320,45589,54,0.905,2026-04-03
GAM0045590,USR045590,15902,5852,32,22,66,45590,50,0.832,2026-05-03
GAM0045591,USR045591,11626,4080,24,62,158,45591,141,0.237,2026-05-10
GAM0045592,USR045592,393,7227,1,17,19,45592,116,0.645,2026-03-18
GAM0045593,USR045593,19679,9600,40,9,79,45593,20,0.918,2026-04-23
GAM0045594,USR045594,20233,9263,41,66,93,45594,64,0.542,2026-04-11
GAM0045595,USR045595,9088,810,19,49,43,45595,157,0.069,2026-04-28
GAM0045596,USR045596,2890,1587,6,72,284,45596,76,0.842,2026-03-27
GAM0045597,USR045597,4900,1242,10,38,10,45597,105,0.082,2026-04-29
GAM0045598,USR045598,4075,8102,9,0,68,45598,190,0.336,2026-05-03
GAM0045599,USR045599,17063,9071,35,44,210,45599,109,0.121,2026-03-22
GAM0045600,USR045600,13614,4269,28,43,101,45600,46,0.681,2026-04-09
GAM0045601,USR045601,1297,8341,3,55,231,45601,56,0.613,2026-04-09
GAM0045602,USR045602,5830,2545,12,44,186,45602,111,0.778,2026-04-14
GAM0045603,USR045603,16618,4721,34,51,128,45603,140,0.63,2026-03-25
GAM0045604,USR045604,9028,3698,19,79,163,45604,159,0.026,2026-05-02
GAM0045605,USR045605,16563,3636,34,42,17,45605,195,0.923,2026-04-11
GAM0045606,USR045606,16411,9498,33,4,225,45606,172,0.505,2026-04-28
GAM0045607,USR045607,9697,8608,20,58,6,45607,136,0.718,2026-05-11
GAM0045608,USR045608,14739,5642,30,38,354,45608,151,0.507,2026-04-20
GAM0045609,USR045609,22051,7815,45,66,29,45609,61,0.415,2026-05-08
GAM0045610,USR045610,6533,3161,14,17,59,45610,31,0.261,2026-04-24
GAM0045611,USR045611,19355,902,39,63,350,45611,104,0.206,2026-04-04
GAM0045612,USR045612,23428,3631,47,66,2,45612,192,0.023,2026-04-26
GAM0045613,USR045613,4546,78,10,42,300,45613,118,0.516,2026-04-02
GAM0045614,USR045614,5617,9185,12,51,35,45614,4,0.096,2026-04-15
GAM0045615,USR045615,7697,5426,16,29,124,45615,73,0.455,2026-05-04
GAM0045616,USR045616,20774,1806,42,79,89,45616,8,0.319,2026-04-28
GAM0045617,USR045617,16255,6747,33,31,14,45617,93,0.608,2026-04-14
GAM0045618,USR045618,18142,8782,37,37,124,45618,182,0.997,2026-05-01
GAM0045619,USR045619,6322,7644,13,50,219,45619,23,0.092,2026-03-28
GAM0045620,USR045620,5000,828,11,58,338,45620,2,0.169,2026-03-19
GAM0045621,USR045621,13442,9864,27,30,327,45621,181,0.636,2026-05-04
GAM0045622,USR045622,12941,8685,26,2,244,45622,78,0.352,2026-03-21
GAM0045623,USR045623,2278,930,5,26,266,45623,134,0.345,2026-04-29
GAM0045624,USR045624,15136,7099,31,77,127,45624,66,0.819,2026-04-12
GAM0045625,USR045625,2909,8449,6,68,18,45625,195,0.374,2026-04-21
