batch_id,enterprise_id,course_id,batch_name,trainer_id,start_date,end_date,delivery_mode,participant_count,attendance_avg_pct,completion_avg_pct,training_roi_score,status
BAT004380,ENT00131,CRS018830,Corporate Training Batch 4380,USR006552,2026-03-29,2026-05-28,Online,466,75,98,68,Completed
BAT004381,ENT00257,CRS016488,Corporate Training Batch 4381,USR049211,2026-01-14,2026-02-28,Hybrid,52,87,47,53,Completed
BAT004382,ENT00278,CRS032301,Corporate Training Batch 4382,USR031636,2026-01-30,2026-03-31,Offline,359,91,80,59,On Hold
BAT004383,ENT00044,CRS037025,Corporate Training Batch 4383,USR022384,2025-12-29,2026-02-12,Offline,254,100,92,46,Completed
BAT004384,ENT00216,CRS045561,Corporate Training Batch 4384,USR030028,2026-02-27,2026-04-13,Offline,363,96,47,35,On Hold
BAT004385,ENT00408,CRS010661,Corporate Training Batch 4385,USR048953,2026-01-18,2026-03-19,Hybrid,308,99,85,56,Planned
BAT004386,ENT00100,CRS013348,Corporate Training Batch 4386,USR019230,2025-12-16,2025-12-30,Hybrid,148,61,84,24,On Hold
BAT004387,ENT00496,CRS010511,Corporate Training Batch 4387,USR002260,2025-11-29,2025-12-13,Online,40,85,68,99,On Hold
BAT004388,ENT00430,CRS047479,Corporate Training Batch 4388,USR031074,2026-04-12,2026-05-27,Online,352,56,98,34,Running
BAT004389,ENT00214,CRS034147,Corporate Training Batch 4389,USR016268,2025-12-10,2026-01-09,Offline,152,63,27,49,Running
BAT004390,ENT00156,CRS048846,Corporate Training Batch 4390,USR003578,2026-03-27,2026-04-03,Online,375,98,41,24,On Hold
BAT004391,ENT00115,CRS042940,Corporate Training Batch 4391,USR028462,2026-05-13,2026-08-11,Offline,146,88,93,41,Running
BAT004392,ENT00377,CRS009109,Corporate Training Batch 4392,USR041474,2026-05-12,2026-05-26,Online,396,80,85,49,Completed
BAT004393,ENT00030,CRS045764,Corporate Training Batch 4393,USR017087,2026-01-15,2026-03-01,Offline,367,88,53,38,On Hold
BAT004394,ENT00184,CRS020820,Corporate Training Batch 4394,USR037691,2026-03-10,2026-04-09,Hybrid,49,89,65,57,Completed
BAT004395,ENT00188,CRS041388,Corporate Training Batch 4395,USR032711,2025-12-10,2026-01-09,Offline,266,85,50,95,Planned
BAT004396,ENT00246,CRS004700,Corporate Training Batch 4396,USR038886,2026-01-17,2026-03-18,Hybrid,182,71,83,20,Completed
BAT004397,ENT00179,CRS049389,Corporate Training Batch 4397,USR018358,2026-05-13,2026-08-11,Online,417,94,47,33,Completed
BAT004398,ENT00080,CRS014888,Corporate Training Batch 4398,USR038618,2026-02-13,2026-02-20,Online,268,63,64,23,Running
BAT004399,ENT00133,CRS001952,Corporate Training Batch 4399,USR022018,2026-04-01,2026-06-30,Online,434,83,97,54,Running
BAT004400,ENT00426,CRS014471,Corporate Training Batch 4400,USR048144,2026-01-24,2026-02-23,Offline,497,67,47,99,Planned
BAT004401,ENT00484,CRS004867,Corporate Training Batch 4401,USR030105,2025-12-28,2026-01-04,Online,197,72,43,35,On Hold
BAT004402,ENT00130,CRS023971,Corporate Training Batch 4402,USR031218,2026-01-25,2026-02-08,Offline,321,77,57,64,Completed
BAT004403,ENT00392,CRS020996,Corporate Training Batch 4403,USR015282,2026-01-26,2026-04-26,Hybrid,466,95,85,94,Completed
BAT004404,ENT00267,CRS024712,Corporate Training Batch 4404,USR012639,2026-03-12,2026-04-11,Online,89,98,74,95,Planned
BAT004405,ENT00438,CRS018151,Corporate Training Batch 4405,USR033438,2025-11-21,2025-11-28,Hybrid,403,88,58,95,On Hold
BAT004406,ENT00264,CRS014080,Corporate Training Batch 4406,USR026560,2025-11-22,2026-01-06,Hybrid,468,76,37,82,Running
BAT004407,ENT00101,CRS040022,Corporate Training Batch 4407,USR001093,2026-05-06,2026-05-20,Offline,410,56,66,90,Running
BAT004408,ENT00149,CRS040346,Corporate Training Batch 4408,USR029178,2026-03-24,2026-05-08,Online,44,97,77,74,Completed
BAT004409,ENT00421,CRS046914,Corporate Training Batch 4409,USR024203,2025-12-11,2026-01-10,Offline,341,94,25,91,Completed
BAT004410,ENT00274,CRS005590,Corporate Training Batch 4410,USR020610,2026-02-01,2026-02-15,Online,59,61,96,53,Running
BAT004411,ENT00290,CRS011411,Corporate Training Batch 4411,USR038322,2025-11-25,2025-12-09,Hybrid,133,66,30,31,On Hold
BAT004412,ENT00335,CRS026361,Corporate Training Batch 4412,USR014459,2026-05-11,2026-06-10,Hybrid,68,61,96,88,Completed
BAT004413,ENT00253,CRS037672,Corporate Training Batch 4413,USR038934,2026-03-19,2026-04-18,Online,243,72,77,77,Completed
BAT004414,ENT00292,CRS027585,Corporate Training Batch 4414,USR004698,2026-03-16,2026-05-15,Online,331,71,63,69,Completed
BAT004415,ENT00244,CRS045730,Corporate Training Batch 4415,USR029089,2025-11-25,2025-12-25,Hybrid,70,96,28,24,On Hold
BAT004416,ENT00450,CRS031812,Corporate Training Batch 4416,USR011237,2026-02-09,2026-02-16,Offline,414,74,92,80,On Hold
BAT004417,ENT00450,CRS021331,Corporate Training Batch 4417,USR019847,2025-12-01,2025-12-08,Offline,332,68,55,25,Completed
BAT004418,ENT00186,CRS026796,Corporate Training Batch 4418,USR021238,2026-04-26,2026-06-10,Online,313,83,62,56,On Hold
BAT004419,ENT00395,CRS009514,Corporate Training Batch 4419,USR014206,2026-03-18,2026-06-16,Hybrid,172,65,47,79,Completed
BAT004420,ENT00001,CRS007883,Corporate Training Batch 4420,USR025323,2026-04-05,2026-05-05,Online,327,65,42,83,Completed
BAT004421,ENT00189,CRS034846,Corporate Training Batch 4421,USR026547,2026-04-27,2026-05-27,Offline,470,98,30,85,Running
BAT004422,ENT00058,CRS047809,Corporate Training Batch 4422,USR003324,2026-03-30,2026-04-06,Online,137,69,35,62,Planned
BAT004423,ENT00496,CRS038778,Corporate Training Batch 4423,USR001432,2026-03-16,2026-04-30,Offline,331,91,66,60,Completed
BAT004424,ENT00049,CRS009827,Corporate Training Batch 4424,USR047004,2026-04-02,2026-04-09,Hybrid,114,86,77,26,Planned
BAT004425,ENT00117,CRS026351,Corporate Training Batch 4425,USR031492,2025-11-23,2026-01-22,Hybrid,111,73,59,48,Running
BAT004426,ENT00455,CRS031614,Corporate Training Batch 4426,USR018009,2026-04-08,2026-04-15,Online,300,87,63,40,Planned
BAT004427,ENT00313,CRS018538,Corporate Training Batch 4427,USR038810,2026-05-06,2026-06-20,Offline,488,74,76,21,Planned
BAT004428,ENT00169,CRS030281,Corporate Training Batch 4428,USR017315,2025-11-30,2025-12-30,Offline,397,79,22,59,On Hold
BAT004429,ENT00223,CRS011801,Corporate Training Batch 4429,USR000872,2026-04-06,2026-05-06,Offline,308,57,84,35,Planned
BAT004430,ENT00373,CRS012994,Corporate Training Batch 4430,USR003275,2026-02-24,2026-03-26,Hybrid,226,72,50,30,On Hold
BAT004431,ENT00029,CRS003934,Corporate Training Batch 4431,USR016062,2026-02-20,2026-03-22,Online,63,69,94,38,On Hold
BAT004432,ENT00207,CRS036087,Corporate Training Batch 4432,USR000409,2025-12-22,2026-02-05,Online,174,84,30,92,Completed
BAT004433,ENT00447,CRS012992,Corporate Training Batch 4433,USR016508,2025-12-23,2026-01-06,Online,170,77,51,30,On Hold
BAT004434,ENT00042,CRS015818,Corporate Training Batch 4434,USR047123,2026-04-15,2026-05-15,Online,110,78,56,97,Running
BAT004435,ENT00066,CRS049333,Corporate Training Batch 4435,USR011903,2025-12-14,2025-12-28,Offline,11,67,32,27,On Hold
BAT004436,ENT00053,CRS041652,Corporate Training Batch 4436,USR014811,2026-04-05,2026-07-04,Online,30,74,58,23,Planned
BAT004437,ENT00462,CRS011988,Corporate Training Batch 4437,USR001166,2026-01-17,2026-04-17,Offline,31,91,76,42,On Hold
BAT004438,ENT00456,CRS000938,Corporate Training Batch 4438,USR026262,2026-01-04,2026-02-03,Hybrid,93,90,69,80,Running
BAT004439,ENT00467,CRS016369,Corporate Training Batch 4439,USR012744,2025-12-04,2026-02-02,Offline,295,90,76,81,Running
BAT004440,ENT00364,CRS024703,Corporate Training Batch 4440,USR004137,2026-02-13,2026-03-30,Online,211,65,50,42,On Hold
BAT004441,ENT00098,CRS018713,Corporate Training Batch 4441,USR028208,2026-04-13,2026-05-13,Online,237,66,84,27,Planned
BAT004442,ENT00207,CRS037164,Corporate Training Batch 4442,USR049699,2026-04-14,2026-07-13,Online,228,66,100,65,Completed
BAT004443,ENT00182,CRS045745,Corporate Training Batch 4443,USR011717,2026-03-30,2026-04-29,Hybrid,331,64,23,24,Planned
BAT004444,ENT00346,CRS000636,Corporate Training Batch 4444,USR030586,2026-05-06,2026-06-05,Hybrid,57,99,47,84,On Hold
BAT004445,ENT00473,CRS010135,Corporate Training Batch 4445,USR000239,2025-12-11,2026-02-09,Online,449,77,69,34,Running
BAT004446,ENT00081,CRS016569,Corporate Training Batch 4446,USR005967,2026-01-11,2026-02-25,Online,225,95,99,46,Running
BAT004447,ENT00110,CRS032469,Corporate Training Batch 4447,USR014506,2026-04-02,2026-06-01,Online,11,82,94,20,On Hold
BAT004448,ENT00105,CRS024288,Corporate Training Batch 4448,USR044831,2026-03-07,2026-03-21,Hybrid,218,64,26,44,Planned
BAT004449,ENT00404,CRS037844,Corporate Training Batch 4449,USR041942,2025-11-17,2025-11-24,Hybrid,379,55,94,88,Planned
BAT004450,ENT00018,CRS025482,Corporate Training Batch 4450,USR030319,2026-01-07,2026-01-21,Offline,315,78,23,32,On Hold
BAT004451,ENT00455,CRS011401,Corporate Training Batch 4451,USR043154,2026-02-06,2026-03-08,Online,35,59,77,71,Planned
BAT004452,ENT00024,CRS000074,Corporate Training Batch 4452,USR021509,2026-04-03,2026-05-03,Offline,133,59,27,71,Running
BAT004453,ENT00356,CRS003812,Corporate Training Batch 4453,USR033281,2026-02-13,2026-03-30,Hybrid,401,77,49,45,Planned
BAT004454,ENT00163,CRS036215,Corporate Training Batch 4454,USR041280,2026-01-22,2026-03-23,Hybrid,294,80,99,69,Running
BAT004455,ENT00146,CRS015934,Corporate Training Batch 4455,USR029231,2026-01-15,2026-01-22,Hybrid,110,63,60,100,Planned
BAT004456,ENT00361,CRS015383,Corporate Training Batch 4456,USR031528,2026-03-25,2026-04-24,Hybrid,372,82,28,62,Running
BAT004457,ENT00117,CRS008988,Corporate Training Batch 4457,USR019019,2025-12-14,2026-01-28,Online,241,67,66,57,Completed
BAT004458,ENT00439,CRS029140,Corporate Training Batch 4458,USR020217,2026-02-19,2026-03-21,Offline,86,95,39,26,Running
BAT004459,ENT00133,CRS045482,Corporate Training Batch 4459,USR036968,2026-03-29,2026-04-05,Hybrid,19,60,69,36,Completed
BAT004460,ENT00093,CRS004217,Corporate Training Batch 4460,USR048033,2026-05-10,2026-06-09,Online,183,98,28,73,On Hold
BAT004461,ENT00209,CRS019300,Corporate Training Batch 4461,USR001622,2026-02-21,2026-04-22,Online,373,80,60,76,On Hold
BAT004462,ENT00059,CRS011066,Corporate Training Batch 4462,USR024751,2026-03-28,2026-04-04,Offline,359,97,42,60,On Hold
BAT004463,ENT00332,CRS033832,Corporate Training Batch 4463,USR049189,2025-12-07,2025-12-14,Online,109,97,72,64,Planned
BAT004464,ENT00250,CRS027413,Corporate Training Batch 4464,USR012212,2026-04-23,2026-05-07,Hybrid,32,88,41,56,On Hold
BAT004465,ENT00489,CRS035638,Corporate Training Batch 4465,USR041613,2025-12-04,2025-12-18,Offline,224,70,50,99,Running
BAT004466,ENT00401,CRS001319,Corporate Training Batch 4466,USR018222,2026-04-14,2026-04-21,Hybrid,91,77,37,71,On Hold
BAT004467,ENT00302,CRS032451,Corporate Training Batch 4467,USR025028,2025-12-06,2025-12-13,Hybrid,303,55,59,28,Completed
BAT004468,ENT00061,CRS008898,Corporate Training Batch 4468,USR005054,2026-01-27,2026-03-13,Online,131,73,87,50,Planned
BAT004469,ENT00245,CRS022495,Corporate Training Batch 4469,USR027391,2026-02-24,2026-04-25,Online,216,60,90,73,Planned
BAT004470,ENT00318,CRS018379,Corporate Training Batch 4470,USR032287,2025-12-19,2025-12-26,Offline,81,82,79,45,Completed
BAT004471,ENT00417,CRS037826,Corporate Training Batch 4471,USR003102,2026-02-24,2026-04-10,Online,191,56,65,47,Planned
BAT004472,ENT00156,CRS031354,Corporate Training Batch 4472,USR013489,2026-05-01,2026-06-15,Offline,328,99,46,22,Completed
BAT004473,ENT00169,CRS035824,Corporate Training Batch 4473,USR022065,2026-03-02,2026-03-09,Online,128,64,54,64,Planned
BAT004474,ENT00015,CRS046839,Corporate Training Batch 4474,USR021307,2026-01-22,2026-01-29,Hybrid,411,66,93,62,On Hold
BAT004475,ENT00119,CRS031130,Corporate Training Batch 4475,USR026408,2025-11-19,2025-11-26,Hybrid,335,81,23,57,Planned
BAT004476,ENT00443,CRS008504,Corporate Training Batch 4476,USR013514,2026-04-23,2026-05-07,Online,352,57,63,33,Completed
BAT004477,ENT00465,CRS033935,Corporate Training Batch 4477,USR013739,2026-01-09,2026-04-09,Offline,342,64,58,62,Planned
BAT004478,ENT00396,CRS002003,Corporate Training Batch 4478,USR039416,2026-05-05,2026-05-12,Hybrid,258,93,77,69,On Hold
BAT004479,ENT00020,CRS030547,Corporate Training Batch 4479,USR026167,2026-03-18,2026-04-17,Online,421,79,60,72,Completed
BAT004480,ENT00174,CRS024996,Corporate Training Batch 4480,USR008082,2026-03-26,2026-05-10,Offline,466,76,97,86,Completed
BAT004481,ENT00291,CRS013470,Corporate Training Batch 4481,USR001575,2025-12-27,2026-01-03,Online,484,100,70,90,On Hold
BAT004482,ENT00207,CRS033473,Corporate Training Batch 4482,USR017523,2026-01-23,2026-02-22,Offline,235,57,50,84,Completed
BAT004483,ENT00334,CRS026036,Corporate Training Batch 4483,USR024961,2025-12-27,2026-01-26,Online,219,77,42,79,Planned
BAT004484,ENT00015,CRS015739,Corporate Training Batch 4484,USR022469,2025-11-27,2025-12-04,Hybrid,95,82,77,48,Completed
BAT004485,ENT00278,CRS024740,Corporate Training Batch 4485,USR002860,2026-04-20,2026-05-04,Offline,164,80,82,51,Running
BAT004486,ENT00195,CRS003018,Corporate Training Batch 4486,USR042186,2025-12-20,2026-01-19,Hybrid,360,55,84,32,On Hold
BAT004487,ENT00341,CRS008200,Corporate Training Batch 4487,USR049830,2026-04-12,2026-06-11,Online,178,95,29,74,Planned
BAT004488,ENT00287,CRS028686,Corporate Training Batch 4488,USR031446,2026-01-30,2026-04-30,Offline,326,99,68,37,Completed
BAT004489,ENT00056,CRS040965,Corporate Training Batch 4489,USR046335,2026-04-13,2026-06-12,Online,438,79,43,66,On Hold
BAT004490,ENT00469,CRS004219,Corporate Training Batch 4490,USR000319,2026-03-26,2026-04-09,Offline,278,97,48,84,Running
BAT004491,ENT00394,CRS019732,Corporate Training Batch 4491,USR003339,2026-04-30,2026-05-07,Online,215,63,77,97,Running
BAT004492,ENT00112,CRS018080,Corporate Training Batch 4492,USR033681,2026-04-03,2026-04-17,Offline,393,71,38,100,On Hold
BAT004493,ENT00368,CRS045544,Corporate Training Batch 4493,USR013913,2026-01-25,2026-02-01,Hybrid,422,90,52,96,Running
BAT004494,ENT00322,CRS031037,Corporate Training Batch 4494,USR012773,2026-05-07,2026-06-06,Hybrid,127,62,39,29,Completed
BAT004495,ENT00148,CRS028062,Corporate Training Batch 4495,USR002821,2026-04-22,2026-06-06,Online,338,62,90,62,Completed
BAT004496,ENT00481,CRS007554,Corporate Training Batch 4496,USR015127,2026-04-17,2026-05-01,Hybrid,357,56,26,34,Planned
BAT004497,ENT00294,CRS046656,Corporate Training Batch 4497,USR005715,2026-02-16,2026-05-17,Online,381,59,82,36,Running
BAT004498,ENT00004,CRS018034,Corporate Training Batch 4498,USR001842,2026-01-25,2026-02-24,Online,491,96,68,68,On Hold
BAT004499,ENT00472,CRS008368,Corporate Training Batch 4499,USR039373,2026-01-22,2026-03-08,Hybrid,259,64,39,57,Planned
BAT004500,ENT00472,CRS046639,Corporate Training Batch 4500,USR012127,2026-05-07,2026-06-21,Online,482,92,56,29,On Hold
BAT004501,ENT00158,CRS043077,Corporate Training Batch 4501,USR008114,2026-04-12,2026-05-27,Online,406,85,58,30,Running
BAT004502,ENT00054,CRS007827,Corporate Training Batch 4502,USR009044,2026-01-03,2026-04-03,Online,481,87,47,61,Planned
BAT004503,ENT00243,CRS027144,Corporate Training Batch 4503,USR015001,2026-04-20,2026-07-19,Hybrid,104,59,60,47,On Hold
BAT004504,ENT00431,CRS042907,Corporate Training Batch 4504,USR026243,2025-12-27,2026-01-10,Online,127,96,51,98,Running
BAT004505,ENT00008,CRS006921,Corporate Training Batch 4505,USR016127,2026-04-24,2026-06-08,Offline,11,79,37,71,Planned
BAT004506,ENT00445,CRS009977,Corporate Training Batch 4506,USR019734,2026-03-17,2026-06-15,Online,412,66,88,64,Running
BAT004507,ENT00044,CRS019099,Corporate Training Batch 4507,USR011218,2026-03-12,2026-03-19,Offline,449,86,26,97,Planned
BAT004508,ENT00247,CRS017971,Corporate Training Batch 4508,USR032688,2026-04-10,2026-05-25,Hybrid,68,91,23,26,On Hold
BAT004509,ENT00446,CRS034766,Corporate Training Batch 4509,USR003206,2026-02-06,2026-05-07,Offline,500,64,23,92,On Hold
BAT004510,ENT00051,CRS039506,Corporate Training Batch 4510,USR007012,2025-12-01,2026-01-15,Hybrid,369,62,92,73,On Hold
BAT004511,ENT00116,CRS015825,Corporate Training Batch 4511,USR011456,2025-12-22,2026-01-05,Offline,149,66,31,90,On Hold
BAT004512,ENT00283,CRS010811,Corporate Training Batch 4512,USR046164,2026-02-23,2026-05-24,Hybrid,223,74,94,70,Planned
BAT004513,ENT00324,CRS032558,Corporate Training Batch 4513,USR031329,2026-05-05,2026-05-12,Online,462,100,41,43,Planned
BAT004514,ENT00059,CRS025277,Corporate Training Batch 4514,USR002228,2026-01-26,2026-02-09,Hybrid,32,61,64,29,On Hold
BAT004515,ENT00370,CRS032135,Corporate Training Batch 4515,USR032171,2026-04-10,2026-07-09,Hybrid,199,92,86,70,On Hold
BAT004516,ENT00109,CRS003085,Corporate Training Batch 4516,USR021466,2026-03-11,2026-03-18,Online,314,64,63,84,Planned
BAT004517,ENT00355,CRS000261,Corporate Training Batch 4517,USR014970,2026-01-17,2026-01-31,Hybrid,128,74,77,85,Running
BAT004518,ENT00217,CRS002453,Corporate Training Batch 4518,USR023427,2026-01-09,2026-01-16,Offline,427,88,72,73,Running
BAT004519,ENT00227,CRS018572,Corporate Training Batch 4519,USR024816,2026-04-11,2026-05-11,Online,85,100,36,100,Planned
BAT004520,ENT00072,CRS012862,Corporate Training Batch 4520,USR003703,2026-01-13,2026-02-27,Hybrid,215,70,91,69,On Hold
BAT004521,ENT00110,CRS034861,Corporate Training Batch 4521,USR004406,2025-12-25,2026-01-08,Hybrid,89,74,58,72,Planned
BAT004522,ENT00114,CRS005472,Corporate Training Batch 4522,USR003142,2026-05-03,2026-07-02,Online,222,97,60,58,Planned
BAT004523,ENT00028,CRS035785,Corporate Training Batch 4523,USR025808,2026-01-26,2026-02-09,Hybrid,198,100,87,41,Completed
BAT004524,ENT00325,CRS014824,Corporate Training Batch 4524,USR022744,2026-03-02,2026-05-01,Online,34,97,57,98,On Hold
BAT004525,ENT00407,CRS027170,Corporate Training Batch 4525,USR033059,2026-04-09,2026-07-08,Offline,415,68,86,59,Completed
BAT004526,ENT00479,CRS019402,Corporate Training Batch 4526,USR012438,2026-01-06,2026-01-13,Offline,433,65,27,63,Running
BAT004527,ENT00390,CRS006467,Corporate Training Batch 4527,USR015440,2026-05-13,2026-05-20,Offline,40,64,63,54,On Hold
BAT004528,ENT00312,CRS043813,Corporate Training Batch 4528,USR042465,2026-02-23,2026-04-09,Hybrid,242,98,91,95,Running
BAT004529,ENT00421,CRS041105,Corporate Training Batch 4529,USR026774,2025-11-17,2026-02-15,Offline,441,81,26,32,Running
BAT004530,ENT00499,CRS033751,Corporate Training Batch 4530,USR017362,2025-12-28,2026-02-26,Online,389,88,82,46,Completed
BAT004531,ENT00339,CRS009231,Corporate Training Batch 4531,USR000130,2026-04-15,2026-04-22,Online,272,85,77,95,On Hold
BAT004532,ENT00467,CRS016424,Corporate Training Batch 4532,USR016960,2025-12-02,2025-12-16,Hybrid,432,79,26,61,Completed
BAT004533,ENT00049,CRS009041,Corporate Training Batch 4533,USR011666,2026-03-28,2026-04-11,Offline,100,57,100,98,Completed
BAT004534,ENT00006,CRS024626,Corporate Training Batch 4534,USR042378,2026-04-14,2026-07-13,Hybrid,477,75,77,31,Planned
BAT004535,ENT00086,CRS025888,Corporate Training Batch 4535,USR008317,2026-02-27,2026-03-29,Hybrid,356,76,37,53,Planned
BAT004536,ENT00220,CRS016586,Corporate Training Batch 4536,USR004848,2026-02-18,2026-04-19,Online,475,85,69,41,Completed
BAT004537,ENT00154,CRS026436,Corporate Training Batch 4537,USR008767,2026-04-17,2026-07-16,Hybrid,280,74,88,85,Planned
BAT004538,ENT00145,CRS023006,Corporate Training Batch 4538,USR021254,2026-04-05,2026-05-05,Online,123,96,68,25,On Hold
BAT004539,ENT00153,CRS014803,Corporate Training Batch 4539,USR046905,2025-11-23,2025-12-07,Online,421,70,54,52,Completed
BAT004540,ENT00108,CRS004068,Corporate Training Batch 4540,USR048900,2026-04-04,2026-05-19,Offline,270,92,98,72,Completed
BAT004541,ENT00017,CRS047952,Corporate Training Batch 4541,USR017876,2026-01-24,2026-02-07,Online,153,71,38,53,Planned
BAT004542,ENT00040,CRS008324,Corporate Training Batch 4542,USR008425,2026-04-23,2026-06-07,Online,226,80,41,22,Completed
BAT004543,ENT00189,CRS003547,Corporate Training Batch 4543,USR002936,2025-12-15,2026-02-13,Hybrid,330,91,25,83,On Hold
BAT004544,ENT00176,CRS002333,Corporate Training Batch 4544,USR046726,2026-04-28,2026-06-27,Offline,357,63,20,89,On Hold
BAT004545,ENT00398,CRS048325,Corporate Training Batch 4545,USR026051,2026-04-06,2026-04-20,Online,479,74,23,45,Planned
BAT004546,ENT00415,CRS014418,Corporate Training Batch 4546,USR002477,2025-12-07,2025-12-14,Hybrid,350,81,28,89,Completed
BAT004547,ENT00328,CRS013305,Corporate Training Batch 4547,USR037905,2026-02-11,2026-05-12,Online,85,64,64,64,Completed
BAT004548,ENT00086,CRS047970,Corporate Training Batch 4548,USR041361,2026-04-06,2026-05-21,Offline,273,64,64,21,Running
BAT004549,ENT00379,CRS020215,Corporate Training Batch 4549,USR032232,2026-03-12,2026-04-26,Online,216,64,53,70,Running
BAT004550,ENT00426,CRS044086,Corporate Training Batch 4550,USR012306,2026-03-11,2026-05-10,Online,499,87,87,34,Running
BAT004551,ENT00165,CRS028431,Corporate Training Batch 4551,USR033346,2026-03-11,2026-04-25,Hybrid,226,71,62,82,On Hold
BAT004552,ENT00397,CRS015357,Corporate Training Batch 4552,USR030451,2025-12-23,2026-03-23,Offline,52,94,72,95,Running
BAT004553,ENT00152,CRS018810,Corporate Training Batch 4553,USR008901,2025-12-20,2026-02-03,Online,423,76,53,89,Running
BAT004554,ENT00122,CRS048066,Corporate Training Batch 4554,USR022465,2026-03-12,2026-04-11,Hybrid,36,93,89,90,Planned
BAT004555,ENT00128,CRS015249,Corporate Training Batch 4555,USR041601,2026-03-18,2026-05-17,Online,397,86,78,21,Completed
BAT004556,ENT00087,CRS025012,Corporate Training Batch 4556,USR011598,2026-02-21,2026-04-07,Hybrid,384,100,45,33,On Hold
BAT004557,ENT00140,CRS048251,Corporate Training Batch 4557,USR039609,2026-05-05,2026-05-12,Hybrid,235,65,69,29,Planned
BAT004558,ENT00376,CRS035527,Corporate Training Batch 4558,USR048700,2026-02-02,2026-03-19,Online,16,88,89,62,Running
BAT004559,ENT00421,CRS045403,Corporate Training Batch 4559,USR022044,2026-01-17,2026-03-18,Hybrid,467,96,27,89,Planned
BAT004560,ENT00161,CRS010233,Corporate Training Batch 4560,USR014111,2026-02-15,2026-03-17,Hybrid,88,90,69,50,Planned
BAT004561,ENT00065,CRS031797,Corporate Training Batch 4561,USR032074,2025-12-03,2025-12-17,Hybrid,171,63,22,55,Running
BAT004562,ENT00475,CRS021911,Corporate Training Batch 4562,USR008786,2026-05-10,2026-05-17,Offline,78,75,72,47,On Hold
BAT004563,ENT00482,CRS011565,Corporate Training Batch 4563,USR003699,2026-01-03,2026-03-04,Hybrid,105,59,66,71,Planned
BAT004564,ENT00079,CRS041367,Corporate Training Batch 4564,USR008094,2025-11-17,2026-02-15,Online,255,62,94,98,Completed
BAT004565,ENT00262,CRS003989,Corporate Training Batch 4565,USR035166,2026-03-04,2026-03-11,Online,362,86,72,72,Planned
BAT004566,ENT00454,CRS027059,Corporate Training Batch 4566,USR003128,2025-12-17,2026-02-15,Hybrid,363,76,42,23,Completed
BAT004567,ENT00407,CRS013790,Corporate Training Batch 4567,USR006876,2025-11-24,2026-01-08,Offline,76,69,31,90,Planned
BAT004568,ENT00418,CRS024861,Corporate Training Batch 4568,USR025608,2026-05-13,2026-06-12,Online,449,60,61,76,Running
BAT004569,ENT00449,CRS000838,Corporate Training Batch 4569,USR011237,2025-12-20,2026-02-18,Offline,474,74,58,75,Planned
BAT004570,ENT00410,CRS028798,Corporate Training Batch 4570,USR040598,2025-11-26,2026-01-25,Online,250,94,70,38,Planned
BAT004571,ENT00171,CRS021828,Corporate Training Batch 4571,USR002019,2026-04-05,2026-04-19,Offline,292,63,51,90,Running
BAT004572,ENT00273,CRS005224,Corporate Training Batch 4572,USR027304,2026-04-05,2026-04-19,Hybrid,458,97,24,93,Planned
BAT004573,ENT00461,CRS039755,Corporate Training Batch 4573,USR031299,2026-03-19,2026-04-18,Hybrid,489,64,77,49,Completed
BAT004574,ENT00426,CRS021909,Corporate Training Batch 4574,USR039570,2026-02-18,2026-03-20,Hybrid,176,95,35,27,Completed
BAT004575,ENT00402,CRS033470,Corporate Training Batch 4575,USR025067,2026-03-13,2026-04-27,Online,184,60,33,50,Running
BAT004576,ENT00309,CRS035207,Corporate Training Batch 4576,USR014890,2026-01-15,2026-02-14,Online,60,56,56,40,Completed
BAT004577,ENT00321,CRS010515,Corporate Training Batch 4577,USR038239,2025-11-14,2025-11-21,Hybrid,111,65,41,36,Completed
BAT004578,ENT00109,CRS027241,Corporate Training Batch 4578,USR008084,2026-03-06,2026-04-20,Hybrid,24,95,43,66,Completed
BAT004579,ENT00237,CRS005975,Corporate Training Batch 4579,USR047275,2026-01-31,2026-04-01,Hybrid,191,68,51,100,On Hold
BAT004580,ENT00150,CRS041902,Corporate Training Batch 4580,USR014164,2025-12-28,2026-02-11,Hybrid,321,93,60,56,Planned
BAT004581,ENT00328,CRS028239,Corporate Training Batch 4581,USR030811,2026-02-06,2026-02-13,Offline,321,91,65,51,Completed
BAT004582,ENT00026,CRS014376,Corporate Training Batch 4582,USR014651,2026-04-20,2026-07-19,Online,279,72,92,100,On Hold
BAT004583,ENT00098,CRS009143,Corporate Training Batch 4583,USR013109,2026-03-31,2026-06-29,Offline,302,73,45,96,Planned
BAT004584,ENT00263,CRS037465,Corporate Training Batch 4584,USR022502,2026-01-02,2026-04-02,Hybrid,475,79,74,44,On Hold
BAT004585,ENT00390,CRS013904,Corporate Training Batch 4585,USR007609,2025-11-14,2025-11-21,Online,226,62,22,51,Completed
BAT004586,ENT00274,CRS047542,Corporate Training Batch 4586,USR035433,2026-03-02,2026-03-16,Hybrid,487,87,23,99,Planned
BAT004587,ENT00370,CRS015727,Corporate Training Batch 4587,USR005328,2025-12-17,2025-12-24,Offline,308,63,63,98,Planned
BAT004588,ENT00447,CRS022462,Corporate Training Batch 4588,USR041915,2026-03-18,2026-05-02,Offline,31,71,90,89,Planned
