certificate_id,user_id,course_id,credential_type,certificate_title,issued_date,expiry_date,verification_qr_url,blockchain_hash,status
CERT0033264,USR030598,CRS013381,Skill Badge,Completion Certificate in Digital Marketing,2025-07-08,2026-07-08,https://verify.kaasdemo.ai/cert/3f80606c-2ad0-4717-9539-3b34ae2e7571,f12d7305706d4ea795100f83e8d53c78,Revoked
CERT0033265,USR023092,CRS020071,Professional Certificate,Compliance Certificate in Governance,2026-04-04,2028-04-03,https://verify.kaasdemo.ai/cert/d4d0add3-a1ad-496d-90c7-ad62dc6bc0e2,e1c5b305c4a948abb640ba16d537e38f,Active
CERT0033266,USR020989,CRS039846,Professional Certificate,Skill Badge in Cybersecurity,2026-01-21,2027-01-21,https://verify.kaasdemo.ai/cert/fbb42319-955f-4d89-9f28-f981812befec,01d6ced79a22473795464cf1fadca133,Expired
CERT0033267,USR032814,CRS033445,Skill Badge,Leadership Credential in Digital Marketing,2026-03-19,2029-03-18,https://verify.kaasdemo.ai/cert/5a2e1e06-a97a-41bd-9eff-cc668d3e98ac,340d0887a4144b25b85f2ed9ba52446a,Expired
CERT0033268,USR022735,CRS001013,Leadership Credential,Professional Certificate in Finance,2025-08-13,2026-08-13,https://verify.kaasdemo.ai/cert/24819efb-f607-4832-aa86-fc7b39b8fd51,e7b4bc0d162e443288637b560e633898,Revoked
CERT0033269,USR022381,CRS003237,Leadership Credential,Compliance Certificate in Governance,2025-10-24,2026-10-24,https://verify.kaasdemo.ai/cert/319ea8f2-aa86-4a72-bd9c-030fd9817a78,cec2872e203541f78b59de65b9581ddc,Active
CERT0033270,USR029208,CRS035451,Leadership Credential,Completion Certificate in Manufacturing,2026-03-07,2028-03-06,https://verify.kaasdemo.ai/cert/a8f83ebb-09f0-4c09-a80a-fd068e907507,bb692ebfbc5e4707b9431fca09b78b41,Active
CERT0033271,USR001855,CRS045908,Skill Badge,Completion Certificate in Digital Marketing,2026-02-23,2028-02-23,https://verify.kaasdemo.ai/cert/ab4ca387-eedc-4137-93d3-e4cae2e7cd0e,03515f38e03b480bb08acc58cc65440b,Active
CERT0033272,USR030931,CRS011794,Compliance Certificate,Completion Certificate in Digital Marketing,2025-08-17,2028-08-16,https://verify.kaasdemo.ai/cert/267e6a6b-175d-40b8-8272-2015588dbce0,015c5ad21f4e417aa07d4fa8e7c17f18,Revoked
CERT0033273,USR016906,CRS003966,Completion Certificate,Micro Credential in Sales,2025-08-10,2028-08-09,https://verify.kaasdemo.ai/cert/32371cdc-a612-408f-b044-5fb1782ced40,5e4c9402620848eab839f684cf74893e,Active
CERT0033274,USR033547,CRS029773,Professional Certificate,Professional Certificate in Digital Marketing,2026-02-25,2029-02-24,https://verify.kaasdemo.ai/cert/2675cbc1-6905-4eec-bdc1-a97c921ab2a5,7c29c51ee7ba4f13aaf32c3ce34b76fc,Active
CERT0033275,USR048890,CRS013577,Micro Credential,Professional Certificate in Project Management,2025-08-02,2027-08-02,https://verify.kaasdemo.ai/cert/05f07dcc-8fbe-424f-ba84-2e17a071b248,02681272343f4d52865e12c5c668e895,Active
CERT0033276,USR041719,CRS046522,Leadership Credential,Micro Credential in HR,2025-08-13,2028-08-12,https://verify.kaasdemo.ai/cert/9d282315-b4d3-422d-95ee-f706839eada0,cf7c8c0be0cf49d19f033a3b97fa9422,Active
CERT0033277,USR041636,CRS037287,Skill Badge,Skill Badge in Full Stack,2025-09-16,2026-09-16,https://verify.kaasdemo.ai/cert/6500ba18-95ff-460f-bb75-80e3098b277c,c44e3c73ee20489893998a3a566c18ef,Expired
CERT0033278,USR032034,CRS031392,Micro Credential,Compliance Certificate in Digital Marketing,2025-09-26,2027-09-26,https://verify.kaasdemo.ai/cert/7ef8dcb6-20cd-4539-9a9d-9a2a6a62af48,99e9e1e99e734abc9898a6ee52327130,Active
CERT0033279,USR000639,CRS015584,Compliance Certificate,Professional Certificate in Sales,2026-01-23,2029-01-22,https://verify.kaasdemo.ai/cert/8b1f9ec1-4f1c-4ffd-b4e5-36321a49d130,3f5e5cf4621a4f30bfc60c73db2488c5,Active
CERT0033280,USR003409,CRS029526,Skill Badge,Leadership Credential in Full Stack,2025-09-18,2028-09-17,https://verify.kaasdemo.ai/cert/7ad3028d-5d13-41ff-9982-3afddae61e5f,2153ddf01f684cab8a314f288ebf221c,Revoked
CERT0033281,USR032206,CRS024601,Micro Credential,Leadership Credential in Manufacturing,2025-09-09,2026-09-09,https://verify.kaasdemo.ai/cert/67a8ee60-e86e-4a3b-9b2d-39538ddb6081,3bdc9cabe8df463d99920cc80f95306f,Active
CERT0033282,USR035210,CRS016400,Skill Badge,Professional Certificate in Cloud,2026-04-14,2028-04-13,https://verify.kaasdemo.ai/cert/16d340f3-fc01-4af9-aa57-1a2cd0c814b0,949e246624864763804603176dd94f1f,Revoked
CERT0033283,USR009517,CRS026434,Leadership Credential,Compliance Certificate in Healthcare,2025-12-27,2026-12-27,https://verify.kaasdemo.ai/cert/99ad9f46-4f1f-4db7-8c89-ef8924c43821,dc90747da5894b689ea570a107b8b55b,Expired
CERT0033284,USR035865,CRS023747,Micro Credential,Leadership Credential in Cloud,2025-12-07,2027-12-07,https://verify.kaasdemo.ai/cert/929fc4b1-5f3e-4014-a53c-d43337045f23,0f9987aa70574f41919827ffe3d75f54,Expired
CERT0033285,USR025046,CRS043778,Micro Credential,Professional Certificate in Cybersecurity,2025-08-26,2028-08-25,https://verify.kaasdemo.ai/cert/398c4752-8e83-418d-ba14-09e29ad13eb2,76745a604994488f9f19884c3c22466b,Active
CERT0033286,USR028767,CRS033301,Completion Certificate,Leadership Credential in Manufacturing,2026-04-08,2029-04-07,https://verify.kaasdemo.ai/cert/cefaddb2-3fb3-4ebe-847f-d1206ecc8f25,8f6e3efb96b54d3fa1788c1c7f14edd1,Active
CERT0033287,USR034634,CRS017192,Skill Badge,Micro Credential in HR,2026-02-18,2027-02-18,https://verify.kaasdemo.ai/cert/f623ab81-5ae5-4383-a79a-c85f897cde25,78a10b954cbd48f99a692cec1aa26d20,Expired
CERT0033288,USR010393,CRS001234,Leadership Credential,Leadership Credential in Leadership,2025-07-11,2027-07-11,https://verify.kaasdemo.ai/cert/210f39c6-ca89-4c16-9641-36614bad2e06,6ca83db476bc462393dd0ed71410761e,Active
CERT0033289,USR037639,CRS011180,Compliance Certificate,Compliance Certificate in Full Stack,2025-12-28,2027-12-28,https://verify.kaasdemo.ai/cert/57b3b90e-7de9-4c42-95a1-49c4a6ab569d,9befbe535a464d9daad40795dbb43e15,Active
CERT0033290,USR004605,CRS039091,Professional Certificate,Compliance Certificate in Governance,2026-03-22,2028-03-21,https://verify.kaasdemo.ai/cert/afd51659-6c2a-4ede-8ac2-1c291c38b96e,3e07c2f1cef54a079a9376eef6a8e598,Active
CERT0033291,USR049078,CRS023914,Professional Certificate,Skill Badge in Project Management,2025-07-17,2026-07-17,https://verify.kaasdemo.ai/cert/e9f29c34-4731-45cb-960c-130a356ac25a,773106377a3248bdaffb70f047d38470,Expired
CERT0033292,USR045201,CRS001264,Micro Credential,Skill Badge in Governance,2026-04-21,2027-04-21,https://verify.kaasdemo.ai/cert/33587d71-6acc-4c90-8328-d825c0dee8ca,2588562746cc4ab694600b9a7f7cc2bd,Active
CERT0033293,USR040445,CRS048493,Micro Credential,Completion Certificate in Quality Management,2026-02-28,2027-02-28,https://verify.kaasdemo.ai/cert/dd756aa7-fa8a-455b-ad2b-83716a71f1bc,c66f2ba74a8947489a1cc6ec5c2ce4b9,Active
CERT0033294,USR019180,CRS049083,Skill Badge,Leadership Credential in Cybersecurity,2025-09-17,2027-09-17,https://verify.kaasdemo.ai/cert/2af24bd9-dcd9-41a6-b713-3f9360e7952c,a1f1f5d4e31044ef96a490296b9abe3a,Active
CERT0033295,USR046255,CRS036895,Compliance Certificate,Professional Certificate in Manufacturing,2025-12-08,2026-12-08,https://verify.kaasdemo.ai/cert/a7452250-4e5a-470f-a2a9-65dc33626c48,3c526d08c1634a819e7831ce5fb02c43,Revoked
CERT0033296,USR036954,CRS000268,Skill Badge,Micro Credential in Digital Marketing,2026-01-09,2027-01-09,https://verify.kaasdemo.ai/cert/58bcefbb-878c-4107-afea-733385eecb7d,fb190cad9f26409188b4a43f7508e5ad,Revoked
CERT0033297,USR022834,CRS049903,Professional Certificate,Leadership Credential in Governance,2025-08-25,2026-08-25,https://verify.kaasdemo.ai/cert/4f525655-27e0-44ae-859a-9ed792aa3869,c5479e07b1134361ad2544f051dd6597,Active
CERT0033298,USR039771,CRS002182,Completion Certificate,Micro Credential in Finance,2025-10-21,2028-10-20,https://verify.kaasdemo.ai/cert/29cc1f8c-2c40-4668-a9ce-641a55bc69c9,7edc2adffd404c23b6e780d03e9743e5,Expired
CERT0033299,USR005495,CRS047791,Professional Certificate,Micro Credential in HR,2025-09-22,2027-09-22,https://verify.kaasdemo.ai/cert/5c7ef30b-f014-47d1-9ffb-e87c53e18263,9aacf1edbc52421eaebab6c08039d5b4,Revoked
CERT0033300,USR005372,CRS007108,Skill Badge,Professional Certificate in Sales,2026-01-13,2029-01-12,https://verify.kaasdemo.ai/cert/aebfb272-9889-456e-82d7-45fbf97e801d,c0d2938d41c743128ed469f5b545aea2,Active
CERT0033301,USR046524,CRS048610,Completion Certificate,Micro Credential in Leadership,2025-05-26,2028-05-25,https://verify.kaasdemo.ai/cert/d3649afc-4344-422e-a35d-06881a806350,a9843d7afbde43dcbab2ef3be0aee81a,Revoked
CERT0033302,USR048539,CRS016750,Completion Certificate,Skill Badge in Full Stack,2025-05-15,2028-05-14,https://verify.kaasdemo.ai/cert/c74f72bd-84cb-468f-b205-1f370b1c78bf,5c56a29e76ce4b0eb1fb4f2c43f4223b,Active
CERT0033303,USR015403,CRS025970,Compliance Certificate,Professional Certificate in Cybersecurity,2025-07-16,2028-07-15,https://verify.kaasdemo.ai/cert/d6ba4524-5238-4111-8415-354fb50fd13a,91a5899d1d904800bd37ef900e03b1be,Revoked
CERT0033304,USR032089,CRS002269,Leadership Credential,Micro Credential in Full Stack,2025-09-28,2027-09-28,https://verify.kaasdemo.ai/cert/37fc8de7-683e-4a08-bc5c-72ec6fdf0d4e,5e7d188122cf4fd4a11573e37e2cdc25,Revoked
CERT0033305,USR034312,CRS021003,Skill Badge,Professional Certificate in Leadership,2025-07-07,2026-07-07,https://verify.kaasdemo.ai/cert/8bb315e0-14aa-4904-baca-460985fedf7f,aa7b3b7a7d4747ebb695d5c46df14422,Active
CERT0033306,USR036525,CRS001957,Micro Credential,Leadership Credential in Finance,2025-09-19,2027-09-19,https://verify.kaasdemo.ai/cert/15ed4d45-4ea5-426c-b755-bc70fa9d9b22,5a8914b54f564a8f9dbb460ff8006689,Active
CERT0033307,USR043053,CRS036122,Professional Certificate,Skill Badge in Project Management,2025-06-16,2028-06-15,https://verify.kaasdemo.ai/cert/deae5b2a-e424-49df-9c96-b4d208e221cf,8dd37e46aa8a4987bcaf6e488e46e3e9,Active
CERT0033308,USR001012,CRS038296,Leadership Credential,Compliance Certificate in Digital Marketing,2026-03-07,2028-03-06,https://verify.kaasdemo.ai/cert/4c751bdb-6be2-4b70-b38f-19345c5f4db3,44ac89cfd68d4248a207b1adf1743bba,Active
CERT0033309,USR002268,CRS047178,Skill Badge,Micro Credential in Data Science,2026-03-14,2027-03-14,https://verify.kaasdemo.ai/cert/3b8b41ed-1a21-4024-9423-945355881dbf,b070b05b832142488f825b2b88c3608e,Revoked
CERT0033310,USR008847,CRS002218,Compliance Certificate,Professional Certificate in Cybersecurity,2025-06-23,2027-06-23,https://verify.kaasdemo.ai/cert/10d359c9-cdfd-48eb-ac91-c3b47db5194f,75251d8a62be4f64a368b0526290d515,Active
CERT0033311,USR048558,CRS025353,Professional Certificate,Micro Credential in AI,2025-09-26,2027-09-26,https://verify.kaasdemo.ai/cert/5871694c-0215-4f6a-9155-01226fdd66b3,e590667ae403439a825629b1846d99bf,Active
CERT0033312,USR013169,CRS009133,Professional Certificate,Completion Certificate in Full Stack,2025-09-23,2028-09-22,https://verify.kaasdemo.ai/cert/dc328922-e411-4b14-b48c-12b794b57973,c166e3ce94f44be19a7dd5da95d5a259,Revoked
CERT0033313,USR044910,CRS014027,Skill Badge,Micro Credential in Finance,2025-12-25,2026-12-25,https://verify.kaasdemo.ai/cert/874ecbcf-b814-40ba-8266-d9a259f29724,c64bed9c44e74620a9847e488573e056,Active
CERT0033314,USR013325,CRS042639,Micro Credential,Compliance Certificate in Quality Management,2025-07-04,2028-07-03,https://verify.kaasdemo.ai/cert/faccfb25-1c78-4580-b029-a46bd0006356,5cea2bd025e048ad897e8f98e60acde0,Revoked
CERT0033315,USR003561,CRS031780,Micro Credential,Micro Credential in HR,2025-06-17,2026-06-17,https://verify.kaasdemo.ai/cert/9129d647-0fcb-419b-b48b-204b42ea67f4,8b0390a9e4c249aaafc14c04fdeafd99,Revoked
CERT0033316,USR006903,CRS009539,Compliance Certificate,Leadership Credential in Cybersecurity,2025-12-08,2026-12-08,https://verify.kaasdemo.ai/cert/14a0c452-b3ba-4222-8795-e8ae44cb59ce,657c2b5c9b5947d0992a152e1fdc258b,Active
CERT0033317,USR034577,CRS049868,Compliance Certificate,Professional Certificate in Finance,2026-01-22,2027-01-22,https://verify.kaasdemo.ai/cert/6f002c1c-ed0f-4f3f-8875-61c66809e740,fc96cbe05853433f821507ef296de572,Active
CERT0033318,USR037477,CRS037161,Completion Certificate,Compliance Certificate in HR,2025-11-18,2026-11-18,https://verify.kaasdemo.ai/cert/1e246f46-c9dc-48a4-90b3-22c8375ef82b,481f06721c124a709dfc9e530b3ba1b3,Expired
CERT0033319,USR014665,CRS003131,Compliance Certificate,Skill Badge in Project Management,2025-07-22,2026-07-22,https://verify.kaasdemo.ai/cert/dd82cb84-76f8-4ceb-bde1-f419bd8c3da4,fa9a1a6b12c84c2ab751e96c922ec9a7,Active
CERT0033320,USR028076,CRS047867,Professional Certificate,Completion Certificate in Governance,2025-12-19,2027-12-19,https://verify.kaasdemo.ai/cert/097a1ba8-57be-4733-8941-79afd0a24dec,35389ff85f2d435ea8f530a517017321,Expired
CERT0033321,USR013253,CRS004264,Professional Certificate,Micro Credential in Healthcare,2025-07-02,2026-07-02,https://verify.kaasdemo.ai/cert/1f3b3533-5043-405b-9d21-32e3628ac603,7a6c2942f2c546c9b525ad1320b0b5fc,Active
CERT0033322,USR020558,CRS046383,Leadership Credential,Professional Certificate in Leadership,2026-01-05,2028-01-05,https://verify.kaasdemo.ai/cert/b26bab83-0ba5-449b-999c-80e68338b48e,e97617b419c74b2aa0254aa65d88f085,Expired
CERT0033323,USR032114,CRS015390,Skill Badge,Micro Credential in HR,2025-06-11,2028-06-10,https://verify.kaasdemo.ai/cert/e6ad16aa-b27a-493f-8ac8-b160dcd2f51d,63e26b9d3c2a41f5a4ac55cfa100783e,Revoked
CERT0033324,USR012842,CRS012634,Micro Credential,Leadership Credential in Cloud,2026-01-16,2028-01-16,https://verify.kaasdemo.ai/cert/1b67581b-afd9-4693-9bbf-dff285cdb8c3,f9f3808ac705401aa66aa17e2a8047bb,Active
CERT0033325,USR006666,CRS015432,Professional Certificate,Compliance Certificate in HR,2025-10-15,2027-10-15,https://verify.kaasdemo.ai/cert/d26faf5b-a366-4e57-9c0c-765c640b5f53,9f56843ba63a4e098039b0855adcdd86,Active
CERT0033326,USR026344,CRS043565,Compliance Certificate,Professional Certificate in Cloud,2026-05-06,2028-05-05,https://verify.kaasdemo.ai/cert/bdbab72c-9a72-4174-9268-7570a6631f5e,9ec50d9a46ad4ff8b3d1484274d82227,Active
CERT0033327,USR008312,CRS010318,Leadership Credential,Skill Badge in Full Stack,2025-08-17,2027-08-17,https://verify.kaasdemo.ai/cert/7c140a3c-0cfc-4620-9765-17227e53a9c3,e401b34edf6e496093866d62cdec43a6,Revoked
CERT0033328,USR009617,CRS041924,Leadership Credential,Micro Credential in Sales,2026-04-10,2029-04-09,https://verify.kaasdemo.ai/cert/3750c205-79f1-4d07-b47f-61c2d843f7bb,0f491db36dad4ca19518baf8e640ff3b,Active
CERT0033329,USR025294,CRS005247,Skill Badge,Skill Badge in Leadership,2025-07-04,2027-07-04,https://verify.kaasdemo.ai/cert/8da34fd9-5723-44a1-bb6b-e677ed5df038,0fa240a2aaa94f1eacdac4a20da6a033,Expired
CERT0033330,USR044370,CRS020663,Completion Certificate,Professional Certificate in Finance,2025-09-19,2026-09-19,https://verify.kaasdemo.ai/cert/b33a48cd-8955-4b24-bee4-3b1ef1fcb8ab,f809b781d5ac448b947ba7fa41acbff5,Revoked
CERT0033331,USR016172,CRS014793,Professional Certificate,Compliance Certificate in Project Management,2025-06-28,2026-06-28,https://verify.kaasdemo.ai/cert/34ffb081-58c4-4cd8-a83f-f93bac8c86b4,96ed265b6bcd4783851121f32a0cc6e6,Expired
CERT0033332,USR032596,CRS001595,Skill Badge,Professional Certificate in Sales,2026-01-08,2027-01-08,https://verify.kaasdemo.ai/cert/73dc7785-37f7-483e-a6e7-c757a5b26f60,65fcdbd025594f1b8cb9f9f892a72f1d,Active
CERT0033333,USR033059,CRS026191,Completion Certificate,Skill Badge in Cybersecurity,2025-12-29,2027-12-29,https://verify.kaasdemo.ai/cert/f4d2c488-210c-414d-849e-c37e595ca48f,3dbc2347659d4d788420a4169bac6e28,Active
CERT0033334,USR025363,CRS004798,Professional Certificate,Completion Certificate in Healthcare,2025-09-10,2028-09-09,https://verify.kaasdemo.ai/cert/793027a2-fdce-4e2a-a35c-a0cf14709f76,8e3ef9fc19e04bfbb83b3617a579a37f,Active
CERT0033335,USR034983,CRS036966,Professional Certificate,Micro Credential in Quality Management,2025-12-23,2026-12-23,https://verify.kaasdemo.ai/cert/f8e6032e-76be-4763-98c3-d4c0a18916c5,72e2044001c04cd29f54d99bc1fc0560,Active
CERT0033336,USR003600,CRS009357,Professional Certificate,Completion Certificate in Quality Management,2025-08-20,2026-08-20,https://verify.kaasdemo.ai/cert/e061cb20-949f-463e-be43-347f3bdc0353,f6ecbb50bb9d4f2fa7886efee5d9e1d3,Active
CERT0033337,USR010282,CRS014298,Micro Credential,Completion Certificate in Quality Management,2025-06-21,2027-06-21,https://verify.kaasdemo.ai/cert/c6f12a15-2dac-4b3b-b260-7c5e22ecad02,45d7bc0e8e7343768fb76d8fcc6f2577,Active
CERT0033338,USR049113,CRS034281,Completion Certificate,Completion Certificate in Data Science,2026-01-15,2027-01-15,https://verify.kaasdemo.ai/cert/97233392-ee0c-455d-afd2-928659868600,36462bd63880480cb6f205af2907475a,Active
CERT0033339,USR012896,CRS041539,Compliance Certificate,Leadership Credential in Leadership,2025-05-24,2026-05-24,https://verify.kaasdemo.ai/cert/4f3f9ae8-462d-4580-b193-2dc1a7a1eaf0,a6bb33f39d3c4e65bc4454c6f9c2a543,Revoked
CERT0033340,USR049708,CRS030540,Completion Certificate,Compliance Certificate in Finance,2025-09-07,2027-09-07,https://verify.kaasdemo.ai/cert/1f289576-a0ac-4f32-889b-8e0c1d262483,492130e22b424c6dbdb2571831fe41a6,Active
CERT0033341,USR014097,CRS003333,Skill Badge,Professional Certificate in Cybersecurity,2026-04-14,2027-04-14,https://verify.kaasdemo.ai/cert/11b05d68-13d8-41fb-bfc2-6416a6e8fc0c,98a5c0a7625742219951699c086c5018,Active
CERT0033342,USR032769,CRS009325,Micro Credential,Micro Credential in Sales,2025-10-06,2028-10-05,https://verify.kaasdemo.ai/cert/28ea4a13-65aa-4281-9235-e63d5dc78d46,83cd5068d04741aa8e1d2f28a9137bf2,Active
CERT0033343,USR024830,CRS011468,Compliance Certificate,Micro Credential in Finance,2026-01-10,2028-01-10,https://verify.kaasdemo.ai/cert/a0fe84b8-cc43-4b6b-8446-1c9bb48a6f43,91dcb2795fa8429787ca5e8fbc49db76,Active
CERT0033344,USR046329,CRS034291,Compliance Certificate,Skill Badge in AI,2025-06-24,2027-06-24,https://verify.kaasdemo.ai/cert/8fe337f7-b1bb-44e1-9c26-22a348f2b49e,81d9c769b01c4cd1ac93a2c0b08cb217,Active
CERT0033345,USR034739,CRS033574,Professional Certificate,Micro Credential in Cybersecurity,2025-08-07,2027-08-07,https://verify.kaasdemo.ai/cert/3cff124d-44fc-4355-9369-e3f0cbd9c66c,66ede345f64f48fb9da03540955ea6a2,Active
CERT0033346,USR045785,CRS007963,Professional Certificate,Skill Badge in HR,2025-06-29,2028-06-28,https://verify.kaasdemo.ai/cert/ddcfd48d-9c5a-4857-821c-eb28f2616d90,01489647e9ae44ac9da125b384b3f74f,Revoked
CERT0033347,USR045516,CRS001620,Skill Badge,Leadership Credential in Healthcare,2025-11-17,2027-11-17,https://verify.kaasdemo.ai/cert/4ff9a1fc-f783-4bbf-8093-ffa898a3bd35,0f5c5644bd5545b28cacca51e63c0f9c,Active
CERT0033348,USR035913,CRS004570,Professional Certificate,Skill Badge in Finance,2025-09-02,2027-09-02,https://verify.kaasdemo.ai/cert/c5b5cd4d-4956-4957-bed3-501784ea59b7,70d4c9069bd94b51a4b728ff73b72806,Revoked
CERT0033349,USR047864,CRS045038,Micro Credential,Completion Certificate in Data Science,2025-06-19,2027-06-19,https://verify.kaasdemo.ai/cert/100195dc-91d0-4baf-96ae-18b77bb7a3f5,c0c1cf3aab474993a22f19f552d8c7da,Active
CERT0033350,USR028582,CRS010842,Leadership Credential,Skill Badge in Leadership,2025-08-07,2028-08-06,https://verify.kaasdemo.ai/cert/2269e81a-4024-49c7-b828-79f673a67e59,59e9c59a09814aa19ec9aded40b45a78,Revoked
CERT0033351,USR013343,CRS002837,Skill Badge,Completion Certificate in Sales,2025-09-29,2026-09-29,https://verify.kaasdemo.ai/cert/5b7d1ccd-1b89-47be-958a-7d67da606f14,e9dbde1bf9a9422c90ac98fed1884387,Active
CERT0033352,USR007797,CRS017682,Professional Certificate,Micro Credential in HR,2025-09-28,2026-09-28,https://verify.kaasdemo.ai/cert/82324831-c865-4c10-a9fe-f62f5a58dd00,4ab88d81085d4eea861ea48a8fe10ef0,Active
CERT0033353,USR002868,CRS034783,Micro Credential,Compliance Certificate in Healthcare,2026-01-10,2028-01-10,https://verify.kaasdemo.ai/cert/40c7a95e-44fb-4b3f-aa6c-83a40e31dfc0,61c00f00b92a464ca298355cfafbddb1,Expired
CERT0033354,USR029495,CRS036691,Skill Badge,Professional Certificate in Project Management,2026-02-16,2028-02-16,https://verify.kaasdemo.ai/cert/5cca899a-b7e6-46bf-8bc0-a94257f7029d,9f6f5cfaf2084cc283011a1dbd7e57f3,Expired
CERT0033355,USR023709,CRS034921,Leadership Credential,Professional Certificate in HR,2025-07-29,2027-07-29,https://verify.kaasdemo.ai/cert/32bde4fe-2cf9-4cd3-8621-5e1f42c8b53e,a68b2a53ae4743f18d4f5e7a3ac9b858,Active
CERT0033356,USR015310,CRS036466,Professional Certificate,Micro Credential in Full Stack,2025-10-27,2027-10-27,https://verify.kaasdemo.ai/cert/b9c3a728-56e1-4ede-862c-ef6187885d53,536b5b6a04f74513be966825914fd401,Active
CERT0033357,USR036038,CRS042238,Completion Certificate,Skill Badge in Quality Management,2025-09-20,2027-09-20,https://verify.kaasdemo.ai/cert/2dfe81f9-b9ee-4773-9653-e1040cf7f559,6fd95f2be0ce401aaf3958a887b11e7c,Expired
CERT0033358,USR010585,CRS038163,Completion Certificate,Leadership Credential in Finance,2025-08-11,2027-08-11,https://verify.kaasdemo.ai/cert/0f777b30-0206-4768-a5d3-df82f397871a,a49bcc62dfb840848a26c446fd05784a,Active
CERT0033359,USR020274,CRS003898,Micro Credential,Compliance Certificate in AI,2025-09-20,2026-09-20,https://verify.kaasdemo.ai/cert/2d45460e-957c-464b-a014-989f9fc309bb,0e6f92acb8d041a0b018efe8893c577f,Active
CERT0033360,USR011636,CRS041674,Compliance Certificate,Completion Certificate in Full Stack,2025-10-29,2026-10-29,https://verify.kaasdemo.ai/cert/54d08507-53d8-450b-8afc-05196f29998c,48663b2c2ab345b1baefa1c00790b5f1,Expired
CERT0033361,USR034620,CRS043889,Professional Certificate,Compliance Certificate in Cybersecurity,2025-12-13,2028-12-12,https://verify.kaasdemo.ai/cert/7d483fea-e9f5-4506-8a00-91dc53313d66,17c1f5f970bf4865a485a246d935b807,Active
CERT0033362,USR021533,CRS035649,Skill Badge,Skill Badge in Full Stack,2025-09-05,2026-09-05,https://verify.kaasdemo.ai/cert/38117161-5ed4-4f17-a9cc-55a36aace9d9,cfd0113d8323423fae25d5247cd6bd77,Active
CERT0033363,USR005316,CRS036693,Professional Certificate,Skill Badge in Digital Marketing,2026-01-31,2027-01-31,https://verify.kaasdemo.ai/cert/7da8a978-205f-4386-865a-ba32989b83a0,40eec33dcb694131bbb247dc03aa37c4,Active
CERT0033364,USR027922,CRS000017,Completion Certificate,Leadership Credential in Cloud,2026-02-15,2027-02-15,https://verify.kaasdemo.ai/cert/7cc00610-4ed1-4f23-a906-4f01aad4a8f7,94a03c50d9c54bc0ad372ddacd2097e4,Revoked
CERT0033365,USR022047,CRS015357,Micro Credential,Completion Certificate in Data Science,2026-02-15,2029-02-14,https://verify.kaasdemo.ai/cert/e60553e4-0b13-470c-ba28-f3781a86fc00,84d8ce2ef9a7420b87b993634cc26532,Active
CERT0033366,USR046798,CRS049517,Skill Badge,Skill Badge in Sales,2025-11-04,2026-11-04,https://verify.kaasdemo.ai/cert/90f813f1-e53b-4600-8894-5b79122c8d44,5c39d77b7ec2433b86b1065bfc463258,Active
CERT0033367,USR019581,CRS016269,Skill Badge,Skill Badge in Quality Management,2025-11-27,2027-11-27,https://verify.kaasdemo.ai/cert/77c3dc2a-0647-451e-ae17-8151fa64131a,8631fe644538475aae0d879b7a1263a6,Active
CERT0033368,USR020787,CRS044503,Professional Certificate,Professional Certificate in Project Management,2025-08-24,2028-08-23,https://verify.kaasdemo.ai/cert/632fcd48-ae49-469f-bc3f-d1a4212ef183,8bad467d47c14e188626378cc750e713,Expired
CERT0033369,USR017983,CRS032338,Micro Credential,Completion Certificate in AI,2025-06-06,2028-06-05,https://verify.kaasdemo.ai/cert/9dbc9ede-347f-4d33-b135-f9c5a84b2415,7e4804ca9e83423383745f3896bb4323,Revoked
CERT0033370,USR011163,CRS020014,Compliance Certificate,Leadership Credential in Sales,2025-10-06,2027-10-06,https://verify.kaasdemo.ai/cert/29c21d36-f632-42c1-a559-7df2f0053447,27cafb46cab24da294258d0f716e9e1a,Expired
CERT0033371,USR016488,CRS031316,Completion Certificate,Professional Certificate in Project Management,2026-01-09,2027-01-09,https://verify.kaasdemo.ai/cert/879c3b30-02ab-41ef-bb41-3f83f9f89ddf,0ea3e5eb93b646f3b7d7f93855df2213,Expired
CERT0033372,USR005138,CRS019969,Micro Credential,Completion Certificate in Cloud,2025-11-26,2027-11-26,https://verify.kaasdemo.ai/cert/c4897dbe-1ab2-46d0-a128-c524d6f0c6c5,9a36549fb76f47e0be8b1511b050e38f,Active
CERT0033373,USR018623,CRS029700,Compliance Certificate,Compliance Certificate in Leadership,2026-04-11,2028-04-10,https://verify.kaasdemo.ai/cert/fdbc4eb4-fcf1-4469-9546-00cc852256e2,4ba99f64e7e644859447459cc31704de,Expired
CERT0033374,USR002692,CRS036429,Professional Certificate,Compliance Certificate in Project Management,2026-01-26,2028-01-26,https://verify.kaasdemo.ai/cert/28ff2524-63a1-4950-a5f1-d42e709d91ac,05f53dd46ee64af780b4e815fc0fc974,Expired
CERT0033375,USR017767,CRS017850,Completion Certificate,Completion Certificate in Cloud,2026-02-17,2029-02-16,https://verify.kaasdemo.ai/cert/14462945-c736-4968-8d72-4abfd25a4fbb,49b0329490eb48458edb052bdd59308d,Active
