assessment_id,course_id,assessment_title,assessment_type,difficulty,question_count,max_score,passing_score,llm_generated,gamified_mode,proctoring_required,created_at
ASM023728,CRS040977,Gamified Quest Assessment 23728,Simulation,Beginner,26,50,32,True,Quest,False,2026-01-23
ASM023729,CRS021130,MCQ Assessment 23729,Case Study,Intermediate,11,150,101,False,Scenario Mission,False,2025-09-08
ASM023730,CRS024442,MCQ Assessment 23730,Gamified Quest,Advanced,49,100,59,True,Escape Room,False,2025-12-26
ASM023731,CRS008750,Viva Assessment 23731,Project Submission,Advanced,55,100,67,True,Quest,False,2024-09-27
ASM023732,CRS027455,Gamified Quest Assessment 23732,Project Submission,Beginner,54,200,137,True,Quest,False,2025-07-02
ASM023733,CRS005414,Simulation Assessment 23733,Project Submission,Expert,28,100,50,False,Escape Room,False,2026-05-02
ASM023734,CRS034377,MCQ Assessment 23734,Gamified Quest,Beginner,18,200,137,False,Timed Challenge,False,2025-01-01
ASM023735,CRS040061,MCQ Assessment 23735,MCQ,Intermediate,31,50,23,True,Battle,False,2025-03-23
ASM023736,CRS030672,MCQ Assessment 23736,Viva,Beginner,41,200,122,False,Scenario Mission,False,2024-09-24
ASM023737,CRS016769,Case Study Assessment 23737,Viva,Expert,9,150,73,True,Battle,False,2024-12-19
ASM023738,CRS049109,Simulation Assessment 23738,Gamified Quest,Advanced,40,100,60,False,Timed Challenge,True,2025-04-16
ASM023739,CRS042818,Project Submission Assessment 23739,Case Study,Intermediate,9,200,139,True,Timed Challenge,False,2025-03-09
ASM023740,CRS048596,Case Study Assessment 23740,Viva,Beginner,21,200,107,True,Timed Challenge,False,2025-12-20
ASM023741,CRS010671,Project Submission Assessment 23741,Viva,Beginner,12,50,34,True,Escape Room,True,2024-12-11
ASM023742,CRS044566,Viva Assessment 23742,Simulation,Intermediate,21,50,26,False,Quest,True,2024-05-29
ASM023743,CRS038693,Gamified Quest Assessment 23743,Coding Challenge,Intermediate,50,100,61,False,Battle,False,2024-09-07
ASM023744,CRS004307,Case Study Assessment 23744,MCQ,Intermediate,23,100,53,True,Battle,False,2025-05-21
ASM023745,CRS025512,Case Study Assessment 23745,Simulation,Advanced,20,100,54,True,Quest,False,2024-05-13
ASM023746,CRS020114,Case Study Assessment 23746,MCQ,Advanced,29,200,110,True,Battle,True,2025-03-17
ASM023747,CRS008373,Project Submission Assessment 23747,Project Submission,Beginner,32,50,34,True,Timed Challenge,False,2024-10-01
ASM023748,CRS039618,Viva Assessment 23748,MCQ,Advanced,7,200,138,True,Quest,False,2025-05-18
ASM023749,CRS030456,Project Submission Assessment 23749,Roleplay,Beginner,50,150,91,False,Scenario Mission,True,2024-07-29
ASM023750,CRS004034,Coding Challenge Assessment 23750,MCQ,Beginner,23,150,102,True,Scenario Mission,True,2025-08-09
ASM023751,CRS007154,Simulation Assessment 23751,Viva,Expert,43,50,33,False,Quest,False,2026-03-11
ASM023752,CRS022369,Project Submission Assessment 23752,Simulation,Advanced,51,100,45,False,Classic,True,2025-01-04
ASM023753,CRS047429,Simulation Assessment 23753,Viva,Intermediate,48,150,71,True,Quest,False,2025-08-22
ASM023754,CRS045747,Project Submission Assessment 23754,Simulation,Expert,54,50,32,True,Battle,False,2024-07-06
ASM023755,CRS011366,Roleplay Assessment 23755,Simulation,Intermediate,8,50,34,True,Escape Room,False,2024-05-23
ASM023756,CRS028147,Roleplay Assessment 23756,Roleplay,Advanced,9,200,134,True,Quest,False,2024-05-27
ASM023757,CRS008111,Simulation Assessment 23757,Case Study,Intermediate,50,50,22,False,Battle,False,2025-08-28
ASM023758,CRS031703,Simulation Assessment 23758,Project Submission,Expert,59,200,103,True,Battle,False,2025-10-19
ASM023759,CRS046530,Coding Challenge Assessment 23759,Roleplay,Expert,44,200,108,False,Scenario Mission,True,2025-08-27
ASM023760,CRS041015,Project Submission Assessment 23760,Viva,Expert,52,50,32,False,Timed Challenge,True,2024-06-26
ASM023761,CRS030008,Roleplay Assessment 23761,Viva,Expert,38,200,102,True,Scenario Mission,True,2025-05-01
ASM023762,CRS018627,Viva Assessment 23762,Simulation,Advanced,48,50,31,True,Quest,False,2025-04-30
ASM023763,CRS037974,Roleplay Assessment 23763,Roleplay,Advanced,26,100,50,False,Scenario Mission,True,2025-05-09
ASM023764,CRS010202,MCQ Assessment 23764,Gamified Quest,Expert,46,50,28,True,Escape Room,False,2024-09-16
ASM023765,CRS037630,Viva Assessment 23765,Case Study,Advanced,9,100,47,True,Classic,False,2024-09-23
ASM023766,CRS049006,Project Submission Assessment 23766,Roleplay,Advanced,59,100,49,True,Quest,False,2025-09-05
ASM023767,CRS011467,Viva Assessment 23767,Gamified Quest,Advanced,51,200,109,True,Timed Challenge,False,2025-09-06
ASM023768,CRS007844,Project Submission Assessment 23768,Coding Challenge,Advanced,25,100,57,True,Scenario Mission,False,2025-03-17
ASM023769,CRS022072,Simulation Assessment 23769,Gamified Quest,Beginner,39,150,78,True,Classic,False,2024-12-02
ASM023770,CRS013341,Viva Assessment 23770,Roleplay,Beginner,39,50,23,True,Quest,False,2025-08-09
ASM023771,CRS039737,MCQ Assessment 23771,Project Submission,Beginner,22,200,128,False,Timed Challenge,False,2025-10-26
ASM023772,CRS048148,Roleplay Assessment 23772,Roleplay,Advanced,11,150,95,True,Escape Room,True,2024-07-30
ASM023773,CRS031043,Simulation Assessment 23773,MCQ,Expert,57,200,134,False,Classic,True,2025-06-01
ASM023774,CRS002935,Roleplay Assessment 23774,Viva,Intermediate,51,50,24,True,Timed Challenge,False,2024-08-14
ASM023775,CRS017753,Project Submission Assessment 23775,Gamified Quest,Beginner,30,200,105,False,Scenario Mission,False,2025-03-07
ASM023776,CRS011782,Case Study Assessment 23776,Viva,Expert,36,50,31,True,Scenario Mission,False,2025-12-26
ASM023777,CRS021674,Simulation Assessment 23777,Roleplay,Advanced,49,200,119,False,Timed Challenge,False,2024-07-06
ASM023778,CRS029666,Roleplay Assessment 23778,Simulation,Advanced,17,150,94,True,Quest,False,2025-03-19
ASM023779,CRS033817,Project Submission Assessment 23779,Simulation,Advanced,46,100,65,True,Scenario Mission,True,2025-02-17
ASM023780,CRS028470,Viva Assessment 23780,MCQ,Beginner,35,50,33,False,Battle,False,2024-12-23
ASM023781,CRS007479,Case Study Assessment 23781,Project Submission,Intermediate,14,150,94,False,Battle,True,2025-04-17
ASM023782,CRS004417,Project Submission Assessment 23782,Case Study,Intermediate,58,200,111,True,Timed Challenge,False,2024-10-26
ASM023783,CRS041258,Roleplay Assessment 23783,MCQ,Advanced,24,100,63,False,Classic,True,2025-12-13
ASM023784,CRS024603,Gamified Quest Assessment 23784,Project Submission,Advanced,34,150,79,True,Classic,False,2025-08-21
ASM023785,CRS048782,Project Submission Assessment 23785,Case Study,Advanced,45,150,80,False,Battle,False,2026-03-21
ASM023786,CRS019517,Simulation Assessment 23786,Project Submission,Beginner,16,50,24,True,Classic,True,2025-09-13
ASM023787,CRS009422,Case Study Assessment 23787,Roleplay,Expert,21,100,62,False,Quest,False,2024-09-20
ASM023788,CRS019488,Coding Challenge Assessment 23788,Project Submission,Beginner,27,150,96,True,Escape Room,True,2024-10-10
ASM023789,CRS010213,Viva Assessment 23789,MCQ,Beginner,15,150,78,True,Battle,True,2025-05-31
ASM023790,CRS018328,Simulation Assessment 23790,Coding Challenge,Intermediate,6,200,103,True,Battle,True,2025-06-10
ASM023791,CRS014503,Coding Challenge Assessment 23791,Case Study,Beginner,17,200,110,False,Scenario Mission,True,2024-08-31
ASM023792,CRS045554,Coding Challenge Assessment 23792,Roleplay,Beginner,57,150,74,True,Timed Challenge,False,2025-07-03
ASM023793,CRS005516,Case Study Assessment 23793,Gamified Quest,Intermediate,42,50,25,False,Scenario Mission,False,2025-05-25
ASM023794,CRS012147,Roleplay Assessment 23794,Project Submission,Advanced,51,100,48,True,Classic,True,2024-09-20
ASM023795,CRS037928,Roleplay Assessment 23795,Roleplay,Intermediate,38,150,84,False,Classic,False,2025-11-05
ASM023796,CRS032346,Coding Challenge Assessment 23796,Project Submission,Expert,57,100,57,False,Escape Room,False,2025-12-31
ASM023797,CRS014794,Gamified Quest Assessment 23797,Roleplay,Expert,18,100,57,True,Escape Room,False,2025-08-11
ASM023798,CRS013716,Viva Assessment 23798,Simulation,Intermediate,26,200,108,True,Timed Challenge,False,2025-03-01
ASM023799,CRS045859,Case Study Assessment 23799,Case Study,Intermediate,10,200,115,False,Battle,False,2025-08-13
ASM023800,CRS004826,Gamified Quest Assessment 23800,MCQ,Beginner,12,150,75,False,Battle,True,2025-08-13
ASM023801,CRS043930,Roleplay Assessment 23801,Coding Challenge,Expert,9,50,34,True,Quest,False,2025-07-12
ASM023802,CRS047218,Gamified Quest Assessment 23802,Roleplay,Beginner,16,100,57,True,Timed Challenge,False,2025-11-30
ASM023803,CRS005933,MCQ Assessment 23803,Gamified Quest,Intermediate,25,150,88,True,Battle,False,2025-01-23
ASM023804,CRS028644,Viva Assessment 23804,Simulation,Beginner,41,150,67,True,Scenario Mission,False,2026-03-20
ASM023805,CRS010022,Roleplay Assessment 23805,Simulation,Advanced,24,150,84,True,Timed Challenge,False,2026-01-14
ASM023806,CRS047001,MCQ Assessment 23806,Project Submission,Advanced,28,200,95,False,Scenario Mission,False,2025-06-12
ASM023807,CRS027964,MCQ Assessment 23807,Coding Challenge,Beginner,34,150,83,True,Timed Challenge,False,2025-02-23
ASM023808,CRS049680,Coding Challenge Assessment 23808,Project Submission,Intermediate,34,150,85,True,Classic,False,2025-11-25
ASM023809,CRS046824,Viva Assessment 23809,Simulation,Expert,21,200,125,True,Battle,True,2025-11-09
ASM023810,CRS033878,Viva Assessment 23810,Roleplay,Advanced,53,50,28,True,Quest,True,2026-03-23
ASM023811,CRS013197,Gamified Quest Assessment 23811,Simulation,Intermediate,25,200,107,True,Scenario Mission,True,2026-01-13
ASM023812,CRS047099,Coding Challenge Assessment 23812,Case Study,Beginner,56,150,100,False,Classic,False,2024-08-26
ASM023813,CRS025854,Roleplay Assessment 23813,Roleplay,Expert,32,200,111,True,Battle,True,2025-03-12
ASM023814,CRS009613,Project Submission Assessment 23814,Viva,Advanced,48,100,48,False,Timed Challenge,False,2024-07-18
ASM023815,CRS039469,Case Study Assessment 23815,Roleplay,Expert,58,150,74,True,Scenario Mission,True,2026-04-19
ASM023816,CRS011201,Coding Challenge Assessment 23816,Gamified Quest,Intermediate,18,200,112,True,Classic,True,2025-03-08
ASM023817,CRS036329,Coding Challenge Assessment 23817,Simulation,Beginner,10,100,49,True,Quest,False,2026-01-09
ASM023818,CRS020084,Roleplay Assessment 23818,Viva,Intermediate,27,150,101,True,Classic,False,2025-11-14
ASM023819,CRS034542,Viva Assessment 23819,Simulation,Expert,16,50,32,False,Battle,False,2025-08-01
ASM023820,CRS043264,Project Submission Assessment 23820,MCQ,Intermediate,6,200,109,False,Classic,False,2025-06-17
ASM023821,CRS001006,Case Study Assessment 23821,Gamified Quest,Intermediate,25,200,93,True,Quest,True,2024-11-06
ASM023822,CRS019320,Project Submission Assessment 23822,Case Study,Intermediate,32,150,97,True,Timed Challenge,False,2025-01-29
ASM023823,CRS015482,Case Study Assessment 23823,Case Study,Intermediate,16,200,94,True,Escape Room,True,2024-10-03
ASM023824,CRS045088,Viva Assessment 23824,MCQ,Beginner,5,100,63,False,Battle,False,2024-11-28
ASM023825,CRS027396,MCQ Assessment 23825,Project Submission,Expert,60,50,29,False,Classic,False,2025-11-13
ASM023826,CRS037247,Simulation Assessment 23826,Viva,Intermediate,48,50,34,True,Battle,True,2025-06-28
ASM023827,CRS035951,Simulation Assessment 23827,Simulation,Advanced,22,50,22,True,Escape Room,True,2026-01-20
ASM023828,CRS018663,Coding Challenge Assessment 23828,Roleplay,Advanced,15,200,139,True,Timed Challenge,False,2024-12-16
ASM023829,CRS037144,Roleplay Assessment 23829,Simulation,Intermediate,18,200,109,True,Escape Room,False,2025-01-26
ASM023830,CRS007454,Simulation Assessment 23830,Roleplay,Intermediate,26,150,100,True,Classic,False,2025-05-14
ASM023831,CRS033333,MCQ Assessment 23831,Coding Challenge,Beginner,28,50,23,True,Timed Challenge,False,2025-02-27
ASM023832,CRS014950,Coding Challenge Assessment 23832,Case Study,Expert,17,50,24,False,Timed Challenge,False,2025-04-07
ASM023833,CRS049941,Gamified Quest Assessment 23833,Project Submission,Advanced,58,200,90,False,Escape Room,False,2025-03-27
ASM023834,CRS033011,Coding Challenge Assessment 23834,Viva,Advanced,19,200,136,False,Battle,True,2024-12-06
ASM023835,CRS033483,Project Submission Assessment 23835,Gamified Quest,Intermediate,57,200,97,True,Escape Room,False,2025-05-20
ASM023836,CRS028626,Coding Challenge Assessment 23836,Roleplay,Beginner,50,200,136,True,Quest,False,2026-01-29
ASM023837,CRS013646,Viva Assessment 23837,Gamified Quest,Beginner,19,50,28,True,Timed Challenge,False,2024-06-27
ASM023838,CRS031877,Coding Challenge Assessment 23838,Viva,Intermediate,34,200,93,True,Quest,False,2024-11-05
ASM023839,CRS047001,Coding Challenge Assessment 23839,Coding Challenge,Advanced,52,100,61,True,Classic,False,2026-04-18
ASM023840,CRS012961,Gamified Quest Assessment 23840,Case Study,Intermediate,35,100,55,True,Escape Room,True,2025-03-22
ASM023841,CRS029744,Gamified Quest Assessment 23841,Viva,Advanced,47,200,90,False,Escape Room,True,2025-12-04
ASM023842,CRS023656,Gamified Quest Assessment 23842,Coding Challenge,Intermediate,32,100,62,False,Scenario Mission,False,2025-09-11
ASM023843,CRS013916,Roleplay Assessment 23843,Project Submission,Intermediate,37,200,96,True,Timed Challenge,False,2026-05-10
ASM023844,CRS024676,Coding Challenge Assessment 23844,Project Submission,Beginner,56,200,96,True,Timed Challenge,True,2026-04-24
ASM023845,CRS048680,Roleplay Assessment 23845,Simulation,Beginner,29,150,75,False,Escape Room,False,2025-01-12
ASM023846,CRS036110,Case Study Assessment 23846,Case Study,Beginner,18,50,27,False,Classic,False,2024-12-08
ASM023847,CRS039336,Roleplay Assessment 23847,MCQ,Beginner,36,200,102,True,Battle,False,2025-11-07
ASM023848,CRS039887,Project Submission Assessment 23848,Gamified Quest,Intermediate,7,150,99,True,Quest,False,2026-01-13
ASM023849,CRS025620,Case Study Assessment 23849,Roleplay,Intermediate,40,200,138,False,Scenario Mission,False,2025-05-27
ASM023850,CRS027192,Viva Assessment 23850,Case Study,Beginner,55,50,27,True,Escape Room,True,2025-07-10
ASM023851,CRS039148,Roleplay Assessment 23851,Case Study,Advanced,15,200,107,True,Scenario Mission,True,2026-01-05
ASM023852,CRS033834,Coding Challenge Assessment 23852,Viva,Expert,6,100,68,True,Scenario Mission,False,2025-02-19
ASM023853,CRS030820,Simulation Assessment 23853,MCQ,Expert,37,100,66,True,Scenario Mission,False,2026-03-27
ASM023854,CRS011133,Project Submission Assessment 23854,Coding Challenge,Intermediate,56,150,92,False,Battle,False,2025-12-05
ASM023855,CRS020609,Case Study Assessment 23855,Case Study,Advanced,45,200,131,True,Timed Challenge,False,2026-03-26
ASM023856,CRS039594,MCQ Assessment 23856,MCQ,Advanced,51,50,27,True,Scenario Mission,True,2024-07-19
ASM023857,CRS006689,Coding Challenge Assessment 23857,Case Study,Beginner,32,150,104,True,Quest,False,2026-01-08
ASM023858,CRS028109,Coding Challenge Assessment 23858,Roleplay,Expert,54,150,104,True,Quest,True,2026-05-13
ASM023859,CRS033513,Coding Challenge Assessment 23859,Gamified Quest,Beginner,47,200,91,False,Escape Room,False,2025-06-17
ASM023860,CRS021594,Case Study Assessment 23860,Coding Challenge,Beginner,30,200,93,False,Quest,False,2024-05-21
ASM023861,CRS018045,Simulation Assessment 23861,Simulation,Advanced,36,200,93,True,Timed Challenge,False,2024-08-14
ASM023862,CRS034145,Case Study Assessment 23862,Project Submission,Intermediate,53,50,27,False,Classic,False,2024-10-06
ASM023863,CRS019626,Simulation Assessment 23863,MCQ,Expert,57,200,96,True,Timed Challenge,False,2026-02-08
ASM023864,CRS000433,Gamified Quest Assessment 23864,Simulation,Intermediate,14,150,97,False,Escape Room,False,2025-05-28
ASM023865,CRS047270,Roleplay Assessment 23865,Coding Challenge,Expert,5,50,34,True,Timed Challenge,False,2024-10-01
ASM023866,CRS015179,Case Study Assessment 23866,MCQ,Beginner,22,200,109,False,Battle,False,2025-09-30
ASM023867,CRS021040,Case Study Assessment 23867,Gamified Quest,Intermediate,7,100,67,True,Quest,False,2024-07-27
ASM023868,CRS030830,Simulation Assessment 23868,Project Submission,Expert,38,150,90,False,Escape Room,False,2026-03-30
ASM023869,CRS029238,Viva Assessment 23869,Viva,Advanced,51,200,126,True,Scenario Mission,True,2024-11-23
ASM023870,CRS034084,Project Submission Assessment 23870,MCQ,Beginner,19,100,66,True,Escape Room,False,2024-06-21
ASM023871,CRS028600,Simulation Assessment 23871,MCQ,Intermediate,16,200,133,True,Battle,False,2024-10-03
ASM023872,CRS030488,Gamified Quest Assessment 23872,Case Study,Intermediate,31,100,53,True,Timed Challenge,False,2025-01-31
ASM023873,CRS004653,Case Study Assessment 23873,Viva,Beginner,39,150,93,True,Battle,False,2024-10-17
ASM023874,CRS043941,Coding Challenge Assessment 23874,Viva,Beginner,6,150,93,True,Battle,False,2025-02-02
ASM023875,CRS006950,Case Study Assessment 23875,Project Submission,Expert,10,200,125,False,Escape Room,False,2025-01-21
ASM023876,CRS007271,Gamified Quest Assessment 23876,Case Study,Expert,56,200,108,True,Quest,True,2025-04-25
ASM023877,CRS016567,Case Study Assessment 23877,Viva,Intermediate,28,100,60,False,Scenario Mission,False,2024-11-17
ASM023878,CRS018350,MCQ Assessment 23878,MCQ,Advanced,58,50,30,False,Escape Room,False,2024-06-10
ASM023879,CRS017367,MCQ Assessment 23879,MCQ,Intermediate,36,50,32,True,Timed Challenge,True,2025-05-18
ASM023880,CRS030612,Coding Challenge Assessment 23880,Simulation,Advanced,40,100,56,True,Quest,False,2024-09-13
ASM023881,CRS043719,Case Study Assessment 23881,MCQ,Beginner,35,150,93,True,Timed Challenge,False,2025-01-10
ASM023882,CRS035179,MCQ Assessment 23882,MCQ,Beginner,44,200,91,True,Escape Room,False,2025-09-02
ASM023883,CRS023472,Gamified Quest Assessment 23883,Viva,Expert,33,50,32,False,Timed Challenge,False,2025-08-07
ASM023884,CRS002229,MCQ Assessment 23884,Simulation,Expert,9,100,54,True,Classic,False,2024-10-03
ASM023885,CRS012576,Roleplay Assessment 23885,Coding Challenge,Advanced,39,200,132,True,Escape Room,True,2025-08-17
ASM023886,CRS006440,Gamified Quest Assessment 23886,Simulation,Intermediate,18,200,139,False,Quest,False,2024-09-23
ASM023887,CRS029330,Roleplay Assessment 23887,Simulation,Beginner,54,150,104,True,Quest,True,2026-02-24
ASM023888,CRS011816,Viva Assessment 23888,Case Study,Expert,53,200,90,True,Battle,False,2024-12-07
ASM023889,CRS024797,Project Submission Assessment 23889,Gamified Quest,Intermediate,37,150,77,False,Classic,True,2025-05-13
ASM023890,CRS005037,Viva Assessment 23890,Viva,Advanced,24,150,86,True,Quest,True,2025-06-17
ASM023891,CRS038298,Viva Assessment 23891,Viva,Beginner,42,100,55,True,Battle,False,2024-08-23
ASM023892,CRS002049,Gamified Quest Assessment 23892,Gamified Quest,Intermediate,17,50,33,True,Timed Challenge,True,2025-09-29
ASM023893,CRS005390,Roleplay Assessment 23893,Case Study,Expert,41,50,33,True,Classic,False,2026-03-04
ASM023894,CRS006015,Gamified Quest Assessment 23894,Roleplay,Expert,38,200,96,True,Scenario Mission,False,2025-10-01
ASM023895,CRS010188,Roleplay Assessment 23895,Simulation,Intermediate,7,50,25,True,Quest,False,2025-06-15
ASM023896,CRS012878,Simulation Assessment 23896,Case Study,Advanced,51,150,76,False,Quest,False,2024-10-13
ASM023897,CRS037190,Gamified Quest Assessment 23897,Viva,Beginner,9,100,63,True,Battle,False,2025-12-27
ASM023898,CRS010181,Simulation Assessment 23898,Case Study,Intermediate,41,150,95,True,Scenario Mission,True,2025-01-20
ASM023899,CRS006116,Roleplay Assessment 23899,MCQ,Expert,42,50,28,True,Scenario Mission,True,2025-05-29
ASM023900,CRS015468,Gamified Quest Assessment 23900,Project Submission,Intermediate,25,150,75,True,Escape Room,False,2025-08-05
ASM023901,CRS043541,Gamified Quest Assessment 23901,Viva,Intermediate,5,200,124,True,Battle,False,2025-03-20
ASM023902,CRS030905,Roleplay Assessment 23902,MCQ,Advanced,43,150,86,False,Scenario Mission,False,2025-01-03
ASM023903,CRS048201,Roleplay Assessment 23903,Coding Challenge,Intermediate,10,50,26,False,Escape Room,False,2024-11-16
ASM023904,CRS039882,Coding Challenge Assessment 23904,Gamified Quest,Beginner,22,100,55,True,Escape Room,True,2024-08-18
ASM023905,CRS027306,Roleplay Assessment 23905,Coding Challenge,Expert,12,150,83,True,Escape Room,False,2024-12-13
ASM023906,CRS000701,Coding Challenge Assessment 23906,Case Study,Intermediate,26,200,110,False,Escape Room,False,2025-03-07
ASM023907,CRS023818,Simulation Assessment 23907,Coding Challenge,Advanced,42,200,104,False,Timed Challenge,False,2024-11-04
ASM023908,CRS039524,Simulation Assessment 23908,Case Study,Beginner,59,50,32,True,Quest,False,2025-01-04
ASM023909,CRS015212,Coding Challenge Assessment 23909,Roleplay,Beginner,60,200,138,False,Battle,False,2025-01-26
ASM023910,CRS005877,Case Study Assessment 23910,MCQ,Advanced,10,100,63,False,Scenario Mission,False,2025-01-16
ASM023911,CRS034791,Viva Assessment 23911,Simulation,Expert,47,150,93,True,Battle,False,2024-10-04
ASM023912,CRS007926,Project Submission Assessment 23912,Coding Challenge,Expert,15,50,31,True,Quest,True,2026-03-19
ASM023913,CRS032188,Roleplay Assessment 23913,Simulation,Expert,37,200,93,True,Scenario Mission,False,2024-09-11
ASM023914,CRS012079,Project Submission Assessment 23914,Roleplay,Advanced,46,200,137,False,Quest,True,2025-06-29
ASM023915,CRS016777,Case Study Assessment 23915,Viva,Advanced,47,100,52,True,Escape Room,False,2025-06-25
ASM023916,CRS001543,Coding Challenge Assessment 23916,Roleplay,Expert,47,150,68,True,Classic,True,2024-05-25
ASM023917,CRS043076,Roleplay Assessment 23917,Simulation,Expert,25,150,102,False,Battle,True,2025-06-21
ASM023918,CRS021992,Coding Challenge Assessment 23918,MCQ,Intermediate,28,100,67,False,Classic,False,2024-06-22
ASM023919,CRS018640,Project Submission Assessment 23919,Viva,Intermediate,48,150,102,True,Escape Room,False,2024-12-29
ASM023920,CRS035353,Viva Assessment 23920,Roleplay,Advanced,33,100,55,True,Escape Room,True,2025-09-06
ASM023921,CRS043391,Gamified Quest Assessment 23921,MCQ,Expert,21,200,112,True,Battle,False,2025-11-25
ASM023922,CRS013207,Case Study Assessment 23922,Gamified Quest,Beginner,37,50,29,False,Classic,False,2024-10-24
ASM023923,CRS031318,Viva Assessment 23923,MCQ,Advanced,11,150,85,True,Classic,False,2025-04-05
ASM023924,CRS013650,Gamified Quest Assessment 23924,Coding Challenge,Intermediate,29,100,69,True,Escape Room,True,2025-05-06
ASM023925,CRS018560,Simulation Assessment 23925,Viva,Advanced,12,150,74,False,Timed Challenge,True,2025-11-07
ASM023926,CRS032946,Coding Challenge Assessment 23926,Coding Challenge,Beginner,53,100,69,True,Timed Challenge,False,2025-12-25
ASM023927,CRS018432,Project Submission Assessment 23927,Coding Challenge,Expert,57,200,115,False,Escape Room,False,2026-02-16
ASM023928,CRS014851,Coding Challenge Assessment 23928,MCQ,Advanced,22,50,32,False,Scenario Mission,False,2025-03-10
ASM023929,CRS046484,MCQ Assessment 23929,Roleplay,Intermediate,15,200,133,False,Timed Challenge,False,2026-04-24
ASM023930,CRS008439,Project Submission Assessment 23930,Case Study,Advanced,60,50,24,True,Scenario Mission,False,2025-02-08
ASM023931,CRS004774,Roleplay Assessment 23931,Gamified Quest,Beginner,5,50,27,True,Escape Room,False,2025-08-26
ASM023932,CRS015089,Case Study Assessment 23932,Roleplay,Beginner,45,200,118,False,Battle,True,2025-04-22
ASM023933,CRS011503,Roleplay Assessment 23933,MCQ,Advanced,47,50,25,True,Escape Room,False,2024-12-05
ASM023934,CRS006480,Roleplay Assessment 23934,Viva,Beginner,17,100,56,True,Escape Room,False,2026-01-22
ASM023935,CRS032757,MCQ Assessment 23935,Roleplay,Expert,22,200,125,False,Quest,True,2024-12-01
ASM023936,CRS044538,Coding Challenge Assessment 23936,Project Submission,Intermediate,43,100,55,True,Timed Challenge,False,2025-07-05
ASM023937,CRS018064,Coding Challenge Assessment 23937,Gamified Quest,Intermediate,51,200,137,False,Scenario Mission,True,2025-02-14
ASM023938,CRS049552,Simulation Assessment 23938,Gamified Quest,Intermediate,19,100,53,True,Classic,True,2026-03-07
ASM023939,CRS046593,MCQ Assessment 23939,Roleplay,Beginner,34,200,110,False,Scenario Mission,False,2024-05-15
ASM023940,CRS010519,Coding Challenge Assessment 23940,Project Submission,Advanced,43,50,33,False,Escape Room,False,2025-02-20
ASM023941,CRS026885,Roleplay Assessment 23941,Coding Challenge,Intermediate,10,50,32,True,Timed Challenge,False,2025-09-22
ASM023942,CRS021002,MCQ Assessment 23942,Project Submission,Beginner,40,150,74,False,Quest,True,2024-10-30
ASM023943,CRS034930,Case Study Assessment 23943,Project Submission,Beginner,40,50,28,True,Escape Room,False,2026-01-08
ASM023944,CRS042522,Coding Challenge Assessment 23944,Roleplay,Intermediate,60,50,31,True,Escape Room,True,2024-11-15
ASM023945,CRS031327,MCQ Assessment 23945,Roleplay,Advanced,36,50,24,True,Battle,True,2025-06-28
ASM023946,CRS029561,Roleplay Assessment 23946,Case Study,Expert,47,200,94,False,Quest,True,2025-10-03
ASM023947,CRS019721,Project Submission Assessment 23947,Roleplay,Intermediate,54,150,97,False,Timed Challenge,False,2024-07-30
ASM023948,CRS042347,Simulation Assessment 23948,Simulation,Expert,22,200,106,True,Escape Room,False,2024-12-18
ASM023949,CRS033938,Viva Assessment 23949,Gamified Quest,Beginner,56,50,22,True,Timed Challenge,False,2025-08-15
ASM023950,CRS005791,Gamified Quest Assessment 23950,Simulation,Intermediate,10,150,85,True,Escape Room,False,2026-05-02
ASM023951,CRS036565,Simulation Assessment 23951,Viva,Expert,52,150,85,False,Battle,False,2026-01-30
ASM023952,CRS005541,Roleplay Assessment 23952,Case Study,Intermediate,39,100,67,False,Scenario Mission,False,2026-03-03
ASM023953,CRS044807,MCQ Assessment 23953,MCQ,Beginner,24,200,106,False,Quest,False,2025-07-26
ASM023954,CRS044677,Viva Assessment 23954,Viva,Beginner,14,100,45,False,Scenario Mission,False,2026-03-12
ASM023955,CRS032948,Viva Assessment 23955,Viva,Expert,20,200,136,False,Timed Challenge,True,2025-04-24
ASM023956,CRS047286,Case Study Assessment 23956,Project Submission,Intermediate,7,100,47,False,Quest,True,2025-10-26
ASM023957,CRS009801,MCQ Assessment 23957,MCQ,Intermediate,12,200,101,False,Quest,True,2026-03-30
ASM023958,CRS023420,MCQ Assessment 23958,Roleplay,Beginner,28,50,29,True,Timed Challenge,False,2024-05-26
ASM023959,CRS040537,Project Submission Assessment 23959,Simulation,Intermediate,13,150,93,True,Scenario Mission,False,2025-09-11
ASM023960,CRS009075,Viva Assessment 23960,Simulation,Intermediate,14,50,32,False,Escape Room,False,2026-02-05
ASM023961,CRS039702,Project Submission Assessment 23961,Viva,Expert,53,150,97,True,Scenario Mission,True,2024-10-07
ASM023962,CRS022453,Case Study Assessment 23962,Simulation,Beginner,59,150,99,True,Timed Challenge,True,2025-01-21
ASM023963,CRS033297,Coding Challenge Assessment 23963,MCQ,Beginner,59,150,95,False,Battle,False,2025-11-22
ASM023964,CRS040959,Viva Assessment 23964,Gamified Quest,Advanced,15,150,102,True,Battle,False,2025-01-13
ASM023965,CRS045280,Gamified Quest Assessment 23965,Viva,Advanced,51,150,70,False,Quest,False,2025-08-17
