post_id,user_id,post_type,content,hashtags,likes_count,comments_count,shares_count,ai_moderation_status,created_at
PST0020580,USR019272,Article Share,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,1146,51,45,Approved,2026-02-13
PST0020581,USR034924,Project Showcase,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,2754,273,73,Flagged,2026-01-17
PST0020582,USR041162,Project Showcase,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,502,8,150,Approved,2025-12-02
PST0020583,USR045901,Question,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,2674,103,110,Needs Review,2026-05-07
PST0020584,USR000563,Job Opportunity,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,339,158,62,Approved,2026-01-14
PST0020585,USR029488,Achievement,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,3745,485,161,Needs Review,2026-05-08
PST0020586,USR009616,Poll,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,3290,6,152,Approved,2026-03-08
PST0020587,USR001499,Article Share,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,505,52,75,Approved,2026-01-25
PST0020588,USR028685,Poll,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,1066,483,64,Needs Review,2026-02-28
PST0020589,USR020226,Article Share,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,2677,140,73,Approved,2026-01-21
PST0020590,USR044479,Question,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,983,385,87,Approved,2026-04-18
PST0020591,USR030572,Question,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,4139,139,112,Needs Review,2026-03-22
PST0020592,USR049424,Achievement,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,4118,74,73,Approved,2026-01-24
PST0020593,USR015377,Poll,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,2898,132,113,Approved,2026-03-19
PST0020594,USR029050,Poll,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,3448,244,181,Needs Review,2025-12-06
PST0020595,USR015717,Achievement,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,3176,167,83,Needs Review,2025-11-30
PST0020596,USR043273,Job Opportunity,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,4831,174,152,Approved,2025-11-19
PST0020597,USR006118,Poll,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,373,380,104,Approved,2025-12-24
PST0020598,USR022224,Achievement,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,1069,312,174,Approved,2025-12-15
PST0020599,USR029874,Poll,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,457,406,60,Approved,2026-04-11
PST0020600,USR040306,Article Share,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,4841,331,38,Approved,2026-03-20
PST0020601,USR029868,Poll,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,3410,81,74,Approved,2025-12-01
PST0020602,USR042909,Poll,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,4434,31,34,Approved,2026-03-16
PST0020603,USR020661,Article Share,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,1803,302,114,Needs Review,2026-04-18
PST0020604,USR027692,Poll,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,3493,188,123,Approved,2026-02-18
PST0020605,USR049670,Poll,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,3528,80,72,Approved,2026-03-14
PST0020606,USR003669,Learning Update,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,1736,315,29,Flagged,2025-11-23
PST0020607,USR029146,Job Opportunity,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,307,478,5,Approved,2025-12-02
PST0020608,USR048281,Poll,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,4868,82,36,Needs Review,2026-02-09
PST0020609,USR013072,Article Share,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,90,317,115,Needs Review,2026-04-08
PST0020610,USR015590,Poll,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,3001,397,20,Approved,2026-02-07
PST0020611,USR046437,Learning Update,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1228,321,116,Approved,2025-12-27
PST0020612,USR010721,Achievement,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,222,464,154,Flagged,2026-04-11
PST0020613,USR038836,Learning Update,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,3375,309,56,Flagged,2026-02-23
PST0020614,USR006698,Article Share,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,2404,216,94,Approved,2025-12-17
PST0020615,USR042844,Project Showcase,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,3901,235,192,Needs Review,2026-03-14
PST0020616,USR004248,Poll,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,2908,1,83,Approved,2026-01-22
PST0020617,USR037310,Question,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,1139,380,110,Approved,2026-01-13
PST0020618,USR026902,Poll,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,243,393,103,Approved,2026-01-12
PST0020619,USR030278,Job Opportunity,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,2080,341,24,Needs Review,2026-04-19
PST0020620,USR014609,Learning Update,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,3188,379,136,Approved,2025-12-04
PST0020621,USR005226,Job Opportunity,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,293,354,147,Approved,2026-03-31
PST0020622,USR046806,Learning Update,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,1231,362,75,Approved,2025-12-04
PST0020623,USR020892,Achievement,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,2980,265,78,Approved,2026-01-20
PST0020624,USR032663,Question,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,4119,145,148,Approved,2026-04-06
PST0020625,USR013678,Job Opportunity,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,4507,252,54,Approved,2025-11-19
PST0020626,USR049386,Question,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,69,169,66,Flagged,2026-01-27
PST0020627,USR035830,Article Share,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,1386,222,189,Approved,2026-03-14
PST0020628,USR047331,Job Opportunity,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,1406,21,72,Needs Review,2025-12-30
PST0020629,USR014368,Achievement,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,3165,275,147,Approved,2026-01-18
PST0020630,USR015817,Job Opportunity,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,1972,144,157,Flagged,2026-01-12
PST0020631,USR015617,Achievement,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,2199,181,87,Approved,2026-02-09
PST0020632,USR027113,Article Share,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,933,172,92,Approved,2026-03-30
PST0020633,USR040123,Achievement,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,3337,246,159,Flagged,2026-03-20
PST0020634,USR027456,Job Opportunity,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,1241,371,174,Approved,2025-11-18
PST0020635,USR002871,Achievement,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,4214,158,63,Approved,2026-04-22
PST0020636,USR033126,Article Share,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,2206,200,93,Approved,2025-12-26
PST0020637,USR028847,Project Showcase,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,3002,239,48,Needs Review,2026-02-20
PST0020638,USR008121,Article Share,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,4612,47,41,Flagged,2026-03-11
PST0020639,USR010042,Poll,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,1438,297,27,Approved,2026-03-14
PST0020640,USR023264,Achievement,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,1951,120,4,Approved,2025-12-07
PST0020641,USR047238,Learning Update,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,1701,381,188,Flagged,2026-05-12
PST0020642,USR036462,Poll,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,4291,45,68,Flagged,2026-03-25
PST0020643,USR013328,Job Opportunity,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,4877,190,111,Approved,2025-12-09
PST0020644,USR013321,Question,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,1080,28,114,Approved,2026-01-17
PST0020645,USR038196,Question,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,3195,58,126,Approved,2026-05-07
PST0020646,USR032753,Job Opportunity,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,870,234,130,Flagged,2026-05-01
PST0020647,USR025609,Poll,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,583,494,110,Needs Review,2025-12-20
PST0020648,USR030781,Job Opportunity,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,1352,412,162,Approved,2026-05-09
PST0020649,USR020224,Project Showcase,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,713,304,171,Approved,2026-03-14
PST0020650,USR016095,Project Showcase,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,3383,413,101,Approved,2026-02-03
PST0020651,USR017942,Achievement,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2421,299,75,Approved,2025-11-15
PST0020652,USR001502,Project Showcase,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,3552,328,0,Approved,2025-11-22
PST0020653,USR026602,Job Opportunity,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,1566,294,5,Approved,2026-01-24
PST0020654,USR012014,Project Showcase,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,319,101,173,Approved,2026-05-10
PST0020655,USR015034,Article Share,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,2131,424,169,Flagged,2026-05-12
PST0020656,USR005323,Question,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,1815,334,10,Approved,2026-03-17
PST0020657,USR047183,Poll,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,3426,424,42,Approved,2026-01-19
PST0020658,USR034121,Poll,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1843,296,66,Flagged,2026-01-26
PST0020659,USR042800,Article Share,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,2913,334,35,Approved,2026-03-12
PST0020660,USR036851,Question,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,4819,36,191,Approved,2026-02-14
PST0020661,USR035439,Job Opportunity,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1275,79,133,Approved,2025-12-12
PST0020662,USR036563,Project Showcase,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,4584,295,16,Approved,2026-05-07
PST0020663,USR035851,Article Share,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,3634,124,100,Approved,2025-12-24
PST0020664,USR036506,Question,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,109,477,115,Needs Review,2026-04-26
PST0020665,USR048821,Project Showcase,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,4988,97,139,Approved,2026-01-31
PST0020666,USR007136,Question,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,3155,456,5,Approved,2025-12-25
PST0020667,USR012265,Question,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,2728,486,148,Approved,2026-05-13
PST0020668,USR016289,Question,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,1741,10,126,Needs Review,2025-11-16
PST0020669,USR038487,Article Share,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,2723,298,53,Approved,2026-02-13
PST0020670,USR029392,Job Opportunity,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,4772,476,191,Approved,2026-05-13
PST0020671,USR041707,Learning Update,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,1427,353,39,Flagged,2026-01-05
PST0020672,USR024440,Learning Update,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,4612,493,166,Approved,2025-11-30
PST0020673,USR047836,Question,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,2213,348,177,Approved,2026-05-12
PST0020674,USR042670,Learning Update,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,2050,218,135,Approved,2026-01-16
PST0020675,USR015984,Poll,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,2790,93,151,Approved,2026-02-23
PST0020676,USR036662,Article Share,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,4239,487,49,Approved,2026-02-09
PST0020677,USR037611,Achievement,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,789,467,195,Needs Review,2026-02-05
PST0020678,USR036158,Project Showcase,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,1567,476,24,Approved,2025-12-04
PST0020679,USR025365,Job Opportunity,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,1656,5,107,Needs Review,2026-02-23
PST0020680,USR034746,Learning Update,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,3860,241,155,Flagged,2026-01-18
PST0020681,USR040271,Project Showcase,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,3931,484,36,Approved,2026-01-23
PST0020682,USR019655,Job Opportunity,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,3321,257,136,Approved,2025-12-09
PST0020683,USR040792,Learning Update,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,3990,475,172,Approved,2025-11-27
PST0020684,USR023194,Achievement,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1452,404,110,Flagged,2025-11-26
PST0020685,USR003220,Poll,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,708,172,8,Approved,2025-12-18
PST0020686,USR010101,Job Opportunity,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,3571,161,26,Approved,2025-12-23
PST0020687,USR046723,Poll,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,1021,17,99,Approved,2025-12-09
PST0020688,USR040057,Article Share,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,4827,292,115,Approved,2026-03-18
PST0020689,USR025395,Job Opportunity,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,4019,398,68,Approved,2025-12-27
PST0020690,USR010918,Article Share,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,1668,423,68,Flagged,2026-02-12
PST0020691,USR008362,Article Share,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,1716,327,73,Approved,2026-05-11
PST0020692,USR027685,Job Opportunity,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,2435,95,77,Approved,2026-03-30
PST0020693,USR041228,Job Opportunity,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,4927,267,74,Needs Review,2025-12-14
PST0020694,USR044673,Article Share,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,777,484,59,Approved,2026-02-03
PST0020695,USR006046,Learning Update,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,1353,217,153,Flagged,2026-03-21
PST0020696,USR016796,Job Opportunity,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,3413,396,9,Approved,2026-03-10
PST0020697,USR040490,Project Showcase,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,417,241,143,Flagged,2025-11-20
PST0020698,USR018957,Job Opportunity,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2243,132,56,Approved,2026-01-07
PST0020699,USR000077,Poll,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,2939,333,179,Approved,2025-11-19
PST0020700,USR022252,Job Opportunity,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,3616,488,97,Approved,2026-01-14
PST0020701,USR002406,Learning Update,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,2420,341,154,Needs Review,2026-01-17
PST0020702,USR020425,Article Share,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,2943,293,24,Approved,2026-05-08
PST0020703,USR034854,Achievement,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,656,341,151,Approved,2025-12-19
PST0020704,USR024950,Article Share,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,4162,236,180,Approved,2026-02-08
PST0020705,USR008471,Question,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,941,71,117,Approved,2026-04-04
PST0020706,USR044899,Poll,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,479,117,75,Approved,2026-05-09
PST0020707,USR037541,Achievement,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,4856,120,167,Approved,2025-11-14
PST0020708,USR049294,Learning Update,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,2023,8,140,Needs Review,2025-11-16
PST0020709,USR039933,Question,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,1562,108,156,Approved,2025-12-19
